feature,missing_count,total_count,missing_rate,missing_band
feature_038,1,1567,0.0006381620931716656,low_under_10pct
feature_039,1,1567,0.0006381620931716656,low_under_10pct
feature_040,24,1567,0.015315890236119975,low_under_10pct
feature_041,24,1567,0.015315890236119975,low_under_10pct
feature_042,1,1567,0.0006381620931716656,low_under_10pct
feature_043,1,1567,0.0006381620931716656,low_under_10pct
feature_044,1,1567,0.0006381620931716656,low_under_10pct
feature_045,1,1567,0.0006381620931716656,low_under_10pct
feature_046,1,1567,0.0006381620931716656,low_under_10pct
feature_047,1,1567,0.0006381620931716656,low_under_10pct
feature_048,1,1567,0.0006381620931716656,low_under_10pct
feature_049,1,1567,0.0006381620931716656,low_under_10pct
feature_050,1,1567,0.0006381620931716656,low_under_10pct
feature_051,1,1567,0.0006381620931716656,low_under_10pct
feature_052,1,1567,0.0006381620931716656,low_under_10pct
feature_053,4,1567,0.0025526483726866626,low_under_10pct
feature_054,4,1567,0.0025526483726866626,low_under_10pct
feature_055,4,1567,0.0025526483726866626,low_under_10pct
feature_056,4,1567,0.0025526483726866626,low_under_10pct
feature_057,4,1567,0.0025526483726866626,low_under_10pct
feature_058,4,1567,0.0025526483726866626,low_under_10pct
feature_059,7,1567,0.004467134652201659,low_under_10pct
feature_060,6,1567,0.0038289725590299937,low_under_10pct
feature_061,6,1567,0.0038289725590299937,low_under_10pct
feature_062,6,1567,0.0038289725590299937,low_under_10pct
feature_063,7,1567,0.004467134652201659,low_under_10pct
feature_064,7,1567,0.004467134652201659,low_under_10pct
feature_065,7,1567,0.004467134652201659,low_under_10pct
feature_066,6,1567,0.0038289725590299937,low_under_10pct
feature_067,6,1567,0.0038289725590299937,low_under_10pct
feature_068,6,1567,0.0038289725590299937,low_under_10pct
feature_069,6,1567,0.0038289725590299937,low_under_10pct
feature_070,6,1567,0.0038289725590299937,low_under_10pct
feature_071,6,1567,0.0038289725590299937,low_under_10pct
feature_072,794,1567,0.5067007019783025,high_over_40pct
feature_073,794,1567,0.5067007019783025,high_over_40pct
feature_074,6,1567,0.0038289725590299937,low_under_10pct
feature_075,24,1567,0.015315890236119975,low_under_10pct
feature_076,24,1567,0.015315890236119975,low_under_10pct
feature_077,24,1567,0.015315890236119975,low_under_10pct
feature_078,24,1567,0.015315890236119975,low_under_10pct
feature_079,24,1567,0.015315890236119975,low_under_10pct
feature_080,24,1567,0.015315890236119975,low_under_10pct
feature_081,24,1567,0.015315890236119975,low_under_10pct
feature_082,24,1567,0.015315890236119975,low_under_10pct
feature_083,1,1567,0.0006381620931716656,low_under_10pct
feature_084,12,1567,0.007657945118059987,low_under_10pct
feature_085,1341,1567,0.8557753669432036,high_over_40pct
feature_086,0,1567,0.0,low_under_10pct
feature_087,0,1567,0.0,low_under_10pct
feature_088,0,1567,0.0,low_under_10pct
feature_089,51,1567,0.03254626675175495,low_under_10pct
feature_090,51,1567,0.03254626675175495,low_under_10pct
feature_091,6,1567,0.0038289725590299937,low_under_10pct
feature_092,2,1567,0.0012763241863433313,low_under_10pct
feature_093,2,1567,0.0012763241863433313,low_under_10pct
feature_094,6,1567,0.0038289725590299937,low_under_10pct
feature_095,6,1567,0.0038289725590299937,low_under_10pct
feature_096,6,1567,0.0038289725590299937,low_under_10pct
feature_097,6,1567,0.0038289725590299937,low_under_10pct
feature_098,6,1567,0.0038289725590299937,low_under_10pct
feature_099,6,1567,0.0038289725590299937,low_under_10pct
feature_100,6,1567,0.0038289725590299937,low_under_10pct
feature_101,6,1567,0.0038289725590299937,low_under_10pct
feature_102,6,1567,0.0038289725590299937,low_under_10pct
feature_103,2,1567,0.0012763241863433313,low_under_10pct
feature_104,2,1567,0.0012763241863433313,low_under_10pct
feature_105,6,1567,0.0038289725590299937,low_under_10pct
feature_106,6,1567,0.0038289725590299937,low_under_10pct
feature_107,6,1567,0.0038289725590299937,low_under_10pct
feature_108,6,1567,0.0038289725590299937,low_under_10pct
feature_109,1018,1567,0.6496490108487556,high_over_40pct
feature_110,1018,1567,0.6496490108487556,high_over_40pct
feature_111,1018,1567,0.6496490108487556,high_over_40pct
feature_112,715,1567,0.4562858966177409,high_over_40pct
feature_113,0,1567,0.0,low_under_10pct
feature_114,0,1567,0.0,low_under_10pct
feature_115,0,1567,0.0,low_under_10pct
feature_116,0,1567,0.0,low_under_10pct
feature_117,0,1567,0.0,low_under_10pct
feature_118,24,1567,0.015315890236119975,low_under_10pct
feature_119,0,1567,0.0,low_under_10pct
feature_120,0,1567,0.0,low_under_10pct
feature_121,9,1567,0.00574345883854499,low_under_10pct
feature_122,9,1567,0.00574345883854499,low_under_10pct
feature_123,9,1567,0.00574345883854499,low_under_10pct
feature_124,9,1567,0.00574345883854499,low_under_10pct
feature_125,9,1567,0.00574345883854499,low_under_10pct
feature_126,9,1567,0.00574345883854499,low_under_10pct
feature_127,9,1567,0.00574345883854499,low_under_10pct
feature_128,9,1567,0.00574345883854499,low_under_10pct
feature_129,9,1567,0.00574345883854499,low_under_10pct
feature_130,9,1567,0.00574345883854499,low_under_10pct
feature_131,9,1567,0.00574345883854499,low_under_10pct
feature_132,8,1567,0.005105296745373325,low_under_10pct
feature_133,8,1567,0.005105296745373325,low_under_10pct
feature_134,8,1567,0.005105296745373325,low_under_10pct
feature_135,5,1567,0.003190810465858328,low_under_10pct
feature_136,6,1567,0.0038289725590299937,low_under_10pct
feature_137,7,1567,0.004467134652201659,low_under_10pct
feature_138,14,1567,0.008934269304403318,low_under_10pct
feature_139,14,1567,0.008934269304403318,low_under_10pct
feature_140,14,1567,0.008934269304403318,low_under_10pct
feature_141,14,1567,0.008934269304403318,low_under_10pct
feature_142,14,1567,0.008934269304403318,low_under_10pct
feature_143,9,1567,0.00574345883854499,low_under_10pct
feature_144,2,1567,0.0012763241863433313,low_under_10pct
feature_145,2,1567,0.0012763241863433313,low_under_10pct
feature_146,2,1567,0.0012763241863433313,low_under_10pct
feature_147,2,1567,0.0012763241863433313,low_under_10pct
feature_148,2,1567,0.0012763241863433313,low_under_10pct
feature_149,3,1567,0.0019144862795149968,low_under_10pct
feature_150,3,1567,0.0019144862795149968,low_under_10pct
feature_151,3,1567,0.0019144862795149968,low_under_10pct
feature_152,3,1567,0.0019144862795149968,low_under_10pct
feature_153,3,1567,0.0019144862795149968,low_under_10pct
feature_154,3,1567,0.0019144862795149968,low_under_10pct
feature_155,10,1567,0.006381620931716656,low_under_10pct
feature_156,0,1567,0.0,low_under_10pct
feature_157,1429,1567,0.9119336311423102,high_over_40pct
feature_158,1429,1567,0.9119336311423102,high_over_40pct
feature_159,2,1567,0.0012763241863433313,low_under_10pct
feature_160,2,1567,0.0012763241863433313,low_under_10pct
feature_161,2,1567,0.0012763241863433313,low_under_10pct
feature_162,2,1567,0.0012763241863433313,low_under_10pct
feature_163,2,1567,0.0012763241863433313,low_under_10pct
feature_164,2,1567,0.0012763241863433313,low_under_10pct
feature_165,2,1567,0.0012763241863433313,low_under_10pct
feature_166,2,1567,0.0012763241863433313,low_under_10pct
feature_167,2,1567,0.0012763241863433313,low_under_10pct
feature_168,2,1567,0.0012763241863433313,low_under_10pct
feature_169,2,1567,0.0012763241863433313,low_under_10pct
feature_170,1,1567,0.0006381620931716656,low_under_10pct
feature_171,1,1567,0.0006381620931716656,low_under_10pct
feature_172,1,1567,0.0006381620931716656,low_under_10pct
feature_173,1,1567,0.0006381620931716656,low_under_10pct
feature_174,1,1567,0.0006381620931716656,low_under_10pct
feature_175,1,1567,0.0006381620931716656,low_under_10pct
feature_176,1,1567,0.0006381620931716656,low_under_10pct
feature_177,1,1567,0.0006381620931716656,low_under_10pct
feature_178,24,1567,0.015315890236119975,low_under_10pct
feature_179,1,1567,0.0006381620931716656,low_under_10pct
feature_180,1,1567,0.0006381620931716656,low_under_10pct
feature_181,1,1567,0.0006381620931716656,low_under_10pct
feature_182,1,1567,0.0006381620931716656,low_under_10pct
feature_183,1,1567,0.0006381620931716656,low_under_10pct
feature_184,1,1567,0.0006381620931716656,low_under_10pct
feature_185,1,1567,0.0006381620931716656,low_under_10pct
feature_186,1,1567,0.0006381620931716656,low_under_10pct
feature_187,1,1567,0.0006381620931716656,low_under_10pct
feature_188,1,1567,0.0006381620931716656,low_under_10pct
feature_189,1,1567,0.0006381620931716656,low_under_10pct
feature_190,4,1567,0.0025526483726866626,low_under_10pct
feature_191,4,1567,0.0025526483726866626,low_under_10pct
feature_192,4,1567,0.0025526483726866626,low_under_10pct
feature_193,4,1567,0.0025526483726866626,low_under_10pct
feature_194,4,1567,0.0025526483726866626,low_under_10pct
feature_195,4,1567,0.0025526483726866626,low_under_10pct
feature_196,7,1567,0.004467134652201659,low_under_10pct
feature_197,6,1567,0.0038289725590299937,low_under_10pct
feature_198,6,1567,0.0038289725590299937,low_under_10pct
feature_199,6,1567,0.0038289725590299937,low_under_10pct
feature_200,7,1567,0.004467134652201659,low_under_10pct
feature_201,7,1567,0.004467134652201659,low_under_10pct
feature_202,7,1567,0.004467134652201659,low_under_10pct
feature_203,6,1567,0.0038289725590299937,low_under_10pct
feature_204,6,1567,0.0038289725590299937,low_under_10pct
feature_205,6,1567,0.0038289725590299937,low_under_10pct
feature_206,6,1567,0.0038289725590299937,low_under_10pct
feature_207,6,1567,0.0038289725590299937,low_under_10pct
feature_208,6,1567,0.0038289725590299937,low_under_10pct
feature_209,6,1567,0.0038289725590299937,low_under_10pct
feature_210,24,1567,0.015315890236119975,low_under_10pct
feature_211,24,1567,0.015315890236119975,low_under_10pct
feature_212,24,1567,0.015315890236119975,low_under_10pct
feature_213,24,1567,0.015315890236119975,low_under_10pct
feature_214,24,1567,0.015315890236119975,low_under_10pct
feature_215,24,1567,0.015315890236119975,low_under_10pct
feature_216,24,1567,0.015315890236119975,low_under_10pct
feature_217,24,1567,0.015315890236119975,low_under_10pct
feature_218,1,1567,0.0006381620931716656,low_under_10pct
feature_219,12,1567,0.007657945118059987,low_under_10pct
feature_220,1341,1567,0.8557753669432036,high_over_40pct
feature_221,0,1567,0.0,low_under_10pct
feature_222,0,1567,0.0,low_under_10pct
feature_223,0,1567,0.0,low_under_10pct
feature_224,51,1567,0.03254626675175495,low_under_10pct
feature_225,51,1567,0.03254626675175495,low_under_10pct
feature_226,6,1567,0.0038289725590299937,low_under_10pct
feature_227,2,1567,0.0012763241863433313,low_under_10pct
feature_228,2,1567,0.0012763241863433313,low_under_10pct
feature_229,6,1567,0.0038289725590299937,low_under_10pct
feature_230,6,1567,0.0038289725590299937,low_under_10pct
feature_231,6,1567,0.0038289725590299937,low_under_10pct
feature_232,6,1567,0.0038289725590299937,low_under_10pct
feature_233,6,1567,0.0038289725590299937,low_under_10pct
feature_234,6,1567,0.0038289725590299937,low_under_10pct
feature_235,6,1567,0.0038289725590299937,low_under_10pct
feature_236,6,1567,0.0038289725590299937,low_under_10pct
feature_237,6,1567,0.0038289725590299937,low_under_10pct
feature_238,2,1567,0.0012763241863433313,low_under_10pct
feature_239,2,1567,0.0012763241863433313,low_under_10pct
feature_240,6,1567,0.0038289725590299937,low_under_10pct
feature_241,6,1567,0.0038289725590299937,low_under_10pct
feature_242,6,1567,0.0038289725590299937,low_under_10pct
feature_243,6,1567,0.0038289725590299937,low_under_10pct
feature_244,1018,1567,0.6496490108487556,high_over_40pct
feature_245,1018,1567,0.6496490108487556,high_over_40pct
feature_246,1018,1567,0.6496490108487556,high_over_40pct
feature_247,715,1567,0.4562858966177409,high_over_40pct
feature_248,0,1567,0.0,low_under_10pct
feature_249,0,1567,0.0,low_under_10pct
feature_250,0,1567,0.0,low_under_10pct
feature_251,0,1567,0.0,low_under_10pct
feature_252,0,1567,0.0,low_under_10pct
feature_253,24,1567,0.015315890236119975,low_under_10pct
feature_254,0,1567,0.0,low_under_10pct
feature_255,0,1567,0.0,low_under_10pct
feature_256,9,1567,0.00574345883854499,low_under_10pct
feature_257,9,1567,0.00574345883854499,low_under_10pct
feature_258,9,1567,0.00574345883854499,low_under_10pct
feature_259,9,1567,0.00574345883854499,low_under_10pct
feature_260,9,1567,0.00574345883854499,low_under_10pct
feature_261,9,1567,0.00574345883854499,low_under_10pct
feature_262,9,1567,0.00574345883854499,low_under_10pct
feature_263,9,1567,0.00574345883854499,low_under_10pct
feature_264,9,1567,0.00574345883854499,low_under_10pct
feature_265,9,1567,0.00574345883854499,low_under_10pct
feature_266,9,1567,0.00574345883854499,low_under_10pct
feature_267,8,1567,0.005105296745373325,low_under_10pct
feature_268,8,1567,0.005105296745373325,low_under_10pct
feature_269,8,1567,0.005105296745373325,low_under_10pct
feature_270,5,1567,0.003190810465858328,low_under_10pct
feature_271,6,1567,0.0038289725590299937,low_under_10pct
feature_272,7,1567,0.004467134652201659,low_under_10pct
feature_273,14,1567,0.008934269304403318,low_under_10pct
feature_274,14,1567,0.008934269304403318,low_under_10pct
feature_275,14,1567,0.008934269304403318,low_under_10pct
feature_276,14,1567,0.008934269304403318,low_under_10pct
feature_277,14,1567,0.008934269304403318,low_under_10pct
feature_278,9,1567,0.00574345883854499,low_under_10pct
feature_279,2,1567,0.0012763241863433313,low_under_10pct
feature_280,2,1567,0.0012763241863433313,low_under_10pct
feature_281,2,1567,0.0012763241863433313,low_under_10pct
feature_282,2,1567,0.0012763241863433313,low_under_10pct
feature_283,2,1567,0.0012763241863433313,low_under_10pct
feature_284,3,1567,0.0019144862795149968,low_under_10pct
feature_285,3,1567,0.0019144862795149968,low_under_10pct
feature_286,3,1567,0.0019144862795149968,low_under_10pct
feature_287,3,1567,0.0019144862795149968,low_under_10pct
feature_288,3,1567,0.0019144862795149968,low_under_10pct
feature_289,3,1567,0.0019144862795149968,low_under_10pct
feature_290,10,1567,0.006381620931716656,low_under_10pct
feature_291,0,1567,0.0,low_under_10pct
feature_292,1429,1567,0.9119336311423102,high_over_40pct
feature_293,1429,1567,0.9119336311423102,high_over_40pct
feature_294,2,1567,0.0012763241863433313,low_under_10pct
feature_295,2,1567,0.0012763241863433313,low_under_10pct
feature_296,2,1567,0.0012763241863433313,low_under_10pct
feature_297,2,1567,0.0012763241863433313,low_under_10pct
feature_298,2,1567,0.0012763241863433313,low_under_10pct
feature_299,2,1567,0.0012763241863433313,low_under_10pct
feature_300,2,1567,0.0012763241863433313,low_under_10pct
feature_301,2,1567,0.0012763241863433313,low_under_10pct
feature_302,2,1567,0.0012763241863433313,low_under_10pct
feature_303,2,1567,0.0012763241863433313,low_under_10pct
feature_304,2,1567,0.0012763241863433313,low_under_10pct
feature_305,1,1567,0.0006381620931716656,low_under_10pct
feature_306,1,1567,0.0006381620931716656,low_under_10pct
feature_307,1,1567,0.0006381620931716656,low_under_10pct
feature_308,1,1567,0.0006381620931716656,low_under_10pct
feature_309,1,1567,0.0006381620931716656,low_under_10pct
feature_310,1,1567,0.0006381620931716656,low_under_10pct
feature_311,1,1567,0.0006381620931716656,low_under_10pct
feature_312,1,1567,0.0006381620931716656,low_under_10pct
feature_313,24,1567,0.015315890236119975,low_under_10pct
feature_314,24,1567,0.015315890236119975,low_under_10pct
feature_315,1,1567,0.0006381620931716656,low_under_10pct
feature_316,1,1567,0.0006381620931716656,low_under_10pct
feature_317,1,1567,0.0006381620931716656,low_under_10pct
feature_318,1,1567,0.0006381620931716656,low_under_10pct
feature_319,1,1567,0.0006381620931716656,low_under_10pct
feature_320,1,1567,0.0006381620931716656,low_under_10pct
feature_321,1,1567,0.0006381620931716656,low_under_10pct
feature_322,1,1567,0.0006381620931716656,low_under_10pct
feature_323,1,1567,0.0006381620931716656,low_under_10pct
feature_324,1,1567,0.0006381620931716656,low_under_10pct
feature_325,1,1567,0.0006381620931716656,low_under_10pct
feature_326,4,1567,0.0025526483726866626,low_under_10pct
feature_327,4,1567,0.0025526483726866626,low_under_10pct
feature_328,4,1567,0.0025526483726866626,low_under_10pct
feature_329,4,1567,0.0025526483726866626,low_under_10pct
feature_330,4,1567,0.0025526483726866626,low_under_10pct
feature_331,4,1567,0.0025526483726866626,low_under_10pct
feature_332,7,1567,0.004467134652201659,low_under_10pct
feature_333,6,1567,0.0038289725590299937,low_under_10pct
feature_334,6,1567,0.0038289725590299937,low_under_10pct
feature_335,6,1567,0.0038289725590299937,low_under_10pct
feature_336,7,1567,0.004467134652201659,low_under_10pct
feature_337,7,1567,0.004467134652201659,low_under_10pct
feature_338,7,1567,0.004467134652201659,low_under_10pct
feature_339,6,1567,0.0038289725590299937,low_under_10pct
feature_340,6,1567,0.0038289725590299937,low_under_10pct
feature_341,6,1567,0.0038289725590299937,low_under_10pct
feature_342,6,1567,0.0038289725590299937,low_under_10pct
feature_343,6,1567,0.0038289725590299937,low_under_10pct
feature_344,6,1567,0.0038289725590299937,low_under_10pct
feature_345,794,1567,0.5067007019783025,high_over_40pct
feature_346,794,1567,0.5067007019783025,high_over_40pct
feature_347,6,1567,0.0038289725590299937,low_under_10pct
feature_348,24,1567,0.015315890236119975,low_under_10pct
feature_349,24,1567,0.015315890236119975,low_under_10pct
feature_350,24,1567,0.015315890236119975,low_under_10pct
feature_351,24,1567,0.015315890236119975,low_under_10pct
feature_352,24,1567,0.015315890236119975,low_under_10pct
feature_353,24,1567,0.015315890236119975,low_under_10pct
feature_354,24,1567,0.015315890236119975,low_under_10pct
feature_355,24,1567,0.015315890236119975,low_under_10pct
feature_356,1,1567,0.0006381620931716656,low_under_10pct
feature_357,12,1567,0.007657945118059987,low_under_10pct
feature_358,1341,1567,0.8557753669432036,high_over_40pct
feature_359,0,1567,0.0,low_under_10pct
feature_360,0,1567,0.0,low_under_10pct
feature_361,0,1567,0.0,low_under_10pct
feature_362,51,1567,0.03254626675175495,low_under_10pct
feature_363,51,1567,0.03254626675175495,low_under_10pct
feature_364,6,1567,0.0038289725590299937,low_under_10pct
feature_365,2,1567,0.0012763241863433313,low_under_10pct
feature_366,2,1567,0.0012763241863433313,low_under_10pct
feature_367,6,1567,0.0038289725590299937,low_under_10pct
feature_368,6,1567,0.0038289725590299937,low_under_10pct
feature_369,6,1567,0.0038289725590299937,low_under_10pct
feature_370,6,1567,0.0038289725590299937,low_under_10pct
feature_371,6,1567,0.0038289725590299937,low_under_10pct
feature_372,6,1567,0.0038289725590299937,low_under_10pct
feature_373,6,1567,0.0038289725590299937,low_under_10pct
feature_374,6,1567,0.0038289725590299937,low_under_10pct
feature_375,6,1567,0.0038289725590299937,low_under_10pct
feature_376,2,1567,0.0012763241863433313,low_under_10pct
feature_377,2,1567,0.0012763241863433313,low_under_10pct
feature_378,6,1567,0.0038289725590299937,low_under_10pct
feature_379,6,1567,0.0038289725590299937,low_under_10pct
feature_380,6,1567,0.0038289725590299937,low_under_10pct
feature_381,6,1567,0.0038289725590299937,low_under_10pct
feature_382,1018,1567,0.6496490108487556,high_over_40pct
feature_383,1018,1567,0.6496490108487556,high_over_40pct
feature_384,1018,1567,0.6496490108487556,high_over_40pct
feature_385,715,1567,0.4562858966177409,high_over_40pct
feature_386,0,1567,0.0,low_under_10pct
feature_387,0,1567,0.0,low_under_10pct
feature_388,0,1567,0.0,low_under_10pct
feature_389,0,1567,0.0,low_under_10pct
feature_390,0,1567,0.0,low_under_10pct
feature_391,24,1567,0.015315890236119975,low_under_10pct
feature_392,0,1567,0.0,low_under_10pct
feature_393,0,1567,0.0,low_under_10pct
feature_394,9,1567,0.00574345883854499,low_under_10pct
feature_395,9,1567,0.00574345883854499,low_under_10pct
feature_396,9,1567,0.00574345883854499,low_under_10pct
feature_397,9,1567,0.00574345883854499,low_under_10pct
feature_398,9,1567,0.00574345883854499,low_under_10pct
feature_399,9,1567,0.00574345883854499,low_under_10pct
feature_400,9,1567,0.00574345883854499,low_under_10pct
feature_401,9,1567,0.00574345883854499,low_under_10pct
feature_402,9,1567,0.00574345883854499,low_under_10pct
feature_403,9,1567,0.00574345883854499,low_under_10pct
feature_404,9,1567,0.00574345883854499,low_under_10pct
feature_405,8,1567,0.005105296745373325,low_under_10pct
feature_406,8,1567,0.005105296745373325,low_under_10pct
feature_407,8,1567,0.005105296745373325,low_under_10pct
feature_408,5,1567,0.003190810465858328,low_under_10pct
feature_409,6,1567,0.0038289725590299937,low_under_10pct
feature_410,7,1567,0.004467134652201659,low_under_10pct
feature_411,14,1567,0.008934269304403318,low_under_10pct
feature_412,14,1567,0.008934269304403318,low_under_10pct
feature_413,14,1567,0.008934269304403318,low_under_10pct
feature_414,14,1567,0.008934269304403318,low_under_10pct
feature_415,14,1567,0.008934269304403318,low_under_10pct
feature_416,9,1567,0.00574345883854499,low_under_10pct
feature_417,2,1567,0.0012763241863433313,low_under_10pct
feature_418,2,1567,0.0012763241863433313,low_under_10pct
feature_419,2,1567,0.0012763241863433313,low_under_10pct
feature_420,2,1567,0.0012763241863433313,low_under_10pct
feature_421,2,1567,0.0012763241863433313,low_under_10pct
feature_422,3,1567,0.0019144862795149968,low_under_10pct
feature_423,3,1567,0.0019144862795149968,low_under_10pct
feature_424,3,1567,0.0019144862795149968,low_under_10pct
feature_425,3,1567,0.0019144862795149968,low_under_10pct
feature_426,3,1567,0.0019144862795149968,low_under_10pct
feature_427,3,1567,0.0019144862795149968,low_under_10pct
feature_428,10,1567,0.006381620931716656,low_under_10pct
feature_429,0,1567,0.0,low_under_10pct
feature_430,2,1567,0.0012763241863433313,low_under_10pct
feature_431,2,1567,0.0012763241863433313,low_under_10pct
feature_432,2,1567,0.0012763241863433313,low_under_10pct
feature_433,2,1567,0.0012763241863433313,low_under_10pct
feature_434,2,1567,0.0012763241863433313,low_under_10pct
feature_435,2,1567,0.0012763241863433313,low_under_10pct
feature_436,2,1567,0.0012763241863433313,low_under_10pct
feature_437,2,1567,0.0012763241863433313,low_under_10pct
feature_438,2,1567,0.0012763241863433313,low_under_10pct
feature_439,2,1567,0.0012763241863433313,low_under_10pct
feature_440,2,1567,0.0012763241863433313,low_under_10pct
feature_441,1,1567,0.0006381620931716656,low_under_10pct
feature_442,1,1567,0.0006381620931716656,low_under_10pct
feature_443,1,1567,0.0006381620931716656,low_under_10pct
feature_444,1,1567,0.0006381620931716656,low_under_10pct
feature_445,1,1567,0.0006381620931716656,low_under_10pct
feature_446,1,1567,0.0006381620931716656,low_under_10pct
feature_447,1,1567,0.0006381620931716656,low_under_10pct
feature_448,1,1567,0.0006381620931716656,low_under_10pct
feature_449,24,1567,0.015315890236119975,low_under_10pct
feature_450,24,1567,0.015315890236119975,low_under_10pct
feature_451,1,1567,0.0006381620931716656,low_under_10pct
feature_452,1,1567,0.0006381620931716656,low_under_10pct
feature_453,1,1567,0.0006381620931716656,low_under_10pct
feature_454,1,1567,0.0006381620931716656,low_under_10pct
feature_455,1,1567,0.0006381620931716656,low_under_10pct
feature_456,1,1567,0.0006381620931716656,low_under_10pct
feature_457,1,1567,0.0006381620931716656,low_under_10pct
feature_458,1,1567,0.0006381620931716656,low_under_10pct
feature_459,1,1567,0.0006381620931716656,low_under_10pct
feature_460,1,1567,0.0006381620931716656,low_under_10pct
feature_461,1,1567,0.0006381620931716656,low_under_10pct
feature_462,4,1567,0.0025526483726866626,low_under_10pct
feature_463,4,1567,0.0025526483726866626,low_under_10pct
feature_464,4,1567,0.0025526483726866626,low_under_10pct
feature_465,4,1567,0.0025526483726866626,low_under_10pct
feature_466,4,1567,0.0025526483726866626,low_under_10pct
feature_467,4,1567,0.0025526483726866626,low_under_10pct
feature_468,7,1567,0.004467134652201659,low_under_10pct
feature_469,6,1567,0.0038289725590299937,low_under_10pct
feature_470,6,1567,0.0038289725590299937,low_under_10pct
feature_471,6,1567,0.0038289725590299937,low_under_10pct
feature_472,7,1567,0.004467134652201659,low_under_10pct
feature_473,7,1567,0.004467134652201659,low_under_10pct
feature_474,7,1567,0.004467134652201659,low_under_10pct
feature_475,6,1567,0.0038289725590299937,low_under_10pct
feature_476,6,1567,0.0038289725590299937,low_under_10pct
feature_477,6,1567,0.0038289725590299937,low_under_10pct
feature_478,6,1567,0.0038289725590299937,low_under_10pct
feature_479,6,1567,0.0038289725590299937,low_under_10pct
feature_480,6,1567,0.0038289725590299937,low_under_10pct
feature_481,6,1567,0.0038289725590299937,low_under_10pct
feature_482,24,1567,0.015315890236119975,low_under_10pct
feature_483,24,1567,0.015315890236119975,low_under_10pct
feature_484,24,1567,0.015315890236119975,low_under_10pct
feature_485,24,1567,0.015315890236119975,low_under_10pct
feature_486,24,1567,0.015315890236119975,low_under_10pct
feature_487,24,1567,0.015315890236119975,low_under_10pct
feature_488,24,1567,0.015315890236119975,low_under_10pct
feature_489,24,1567,0.015315890236119975,low_under_10pct
feature_490,1,1567,0.0006381620931716656,low_under_10pct
feature_491,12,1567,0.007657945118059987,low_under_10pct
feature_492,1341,1567,0.8557753669432036,high_over_40pct
feature_493,0,1567,0.0,low_under_10pct
feature_494,0,1567,0.0,low_under_10pct
feature_495,0,1567,0.0,low_under_10pct
feature_496,51,1567,0.03254626675175495,low_under_10pct
feature_497,51,1567,0.03254626675175495,low_under_10pct
feature_498,6,1567,0.0038289725590299937,low_under_10pct
feature_499,2,1567,0.0012763241863433313,low_under_10pct
feature_500,2,1567,0.0012763241863433313,low_under_10pct
feature_501,6,1567,0.0038289725590299937,low_under_10pct
feature_502,6,1567,0.0038289725590299937,low_under_10pct
feature_503,6,1567,0.0038289725590299937,low_under_10pct
feature_504,6,1567,0.0038289725590299937,low_under_10pct
feature_505,6,1567,0.0038289725590299937,low_under_10pct
feature_506,6,1567,0.0038289725590299937,low_under_10pct
feature_507,6,1567,0.0038289725590299937,low_under_10pct
feature_508,6,1567,0.0038289725590299937,low_under_10pct
feature_509,6,1567,0.0038289725590299937,low_under_10pct
feature_510,2,1567,0.0012763241863433313,low_under_10pct
