feature,abs_standardized_mean_difference,standardized_mean_difference,missing_rate,std,iqr,outlier_rate_iqr,group_difference_score,missing_risk_score,variability_score,outlier_score,priority_score,analysis_status
feature_554,0.25836228446235815,0.25836228446235815,0.16592214422463306,0.5988519979364184,0.21855000000000002,0.032134659525631215,4.462025316455696,3.0,2.8220338983050848,3.347457627118644,3.6481656296931986,priority_review_candidate
feature_471,0.23912977733027924,0.23912977733027924,0.0038289725590299937,10.174117047695473,3.9129000000000005,0.11467008327994875,4.367088607594937,1.0,4.0,4.813559322033899,3.6465458056211113,priority_review_candidate
feature_129,0.4140326706194139,0.4140326706194139,0.00574345883854499,1.2204787495960854,0.9461,0.1527599486521181,4.841772151898734,1.0,3.0338983050847457,4.97457627118644,3.634729671744261,priority_review_candidate
feature_550,0.2172780837324653,0.2172780837324653,0.16592214422463306,4.966953947064532,4.505000000000001,0.009946442234123947,4.229957805907173,3.0,3.601694915254237,2.0254237288135593,3.606447114353143,priority_review_candidate
feature_040,0.20650989305930753,-0.20650989305930753,0.015315890236119975,24.06294300863671,5.400000000000006,0.21386908619572262,4.029535864978903,1.0,4.338983050847458,4.991525423728814,3.5971894443252523,priority_review_candidate
feature_085,0.48019698243937675,-0.48019698243937675,0.8557753669432036,0.002928326109795445,0.004174999999999998,0.0,4.915611814345992,5.0,1.2033898305084747,0.6313559322033899,3.576008367303154,review_with_caution_high_missing
feature_581,0.07978554836259376,-0.07978554836259376,0.6056158264199106,87.52096623001742,70.35425,0.06957928802588997,2.151898734177215,5.0,4.6440677966101696,4.432203389830509,3.5725917185153397,review_with_caution_high_missing
feature_460,0.24324980529667609,0.24324980529667609,0.0006381620931716656,13.33518889253988,15.056950000000004,0.037037037037037035,4.409282700421941,1.0,4.093220338983051,3.593220338983051,3.5668043338339412,priority_review_candidate
feature_292,0.1858216188691764,-0.1858216188691764,0.9119336311423102,0.011493653126942513,0.006199999999999999,0.10869565217391304,3.79746835443038,5.0,1.5,4.788135593220339,3.562674318815705,review_with_caution_high_missing
feature_064,0.30683831919236737,0.30683831919236737,0.004467134652201659,4.977467453454667,5.448824999999996,0.04230769230769231,4.59915611814346,1.0,3.610169491525424,3.847457627118644,3.556908388757778,priority_review_candidate
feature_553,0.21498453973209017,0.21498453973209017,0.16592214422463306,2.192647285688347,1.89905,0.018362662586074982,4.198312236286919,3.0,3.2372881355932206,2.516949152542373,3.550257455481656,priority_review_candidate
feature_090,0.21364415296561326,-0.21364415296561326,0.03254626675175495,396.3136618600386,500.7424250000022,0.017810026385224276,4.166666666666667,1.0,4.872881355932203,2.4661016949152543,3.5398305084745765,priority_review_candidate
feature_199,0.20841178004859717,0.20841178004859717,0.0038289725590299937,16.445556002852985,4.720000000000001,0.1108263933376041,4.050632911392405,1.0,4.135593220338983,4.805084745762712,3.537191589787599,priority_review_candidate
feature_477,0.22522162992186717,0.22522162992186717,0.0038289725590299937,10.185026114844831,2.5984,0.03971812940422806,4.3354430379746836,1.0,4.008474576271187,3.7415254237288136,3.5272205535292858,priority_review_candidate
feature_245,0.0991404837510943,-0.0991404837510943,0.6496490108487556,4.335614249231767,0.8503000000000001,0.09289617486338798,2.5632911392405062,5.0,3.5508474576271185,4.703389830508475,3.5115318601158547,review_with_caution_high_missing
feature_433,0.19258928443512707,0.19258928443512707,0.0012763241863433313,225.7788702718895,294.9992,0.03961661341853035,3.9029535864978904,1.0,4.728813559322034,3.7288135593220337,3.5114138596867623,priority_review_candidate
feature_196,0.2139463043475448,0.2139463043475448,0.004467134652201659,15.720926221143502,4.515,0.04230769230769231,4.177215189873418,1.0,4.11864406779661,3.847457627118644,3.494153615104055,priority_review_candidate
feature_547,0.19435438967114313,0.19435438967114313,0.16592214422463306,5.06388723553502,6.737000000000023,0.011476664116296864,3.924050632911392,3.0,3.6355932203389827,2.152542372881356,3.489975327183008,priority_review_candidate
feature_205,0.21508177923981528,0.21508177923981528,0.0038289725590299937,11.541082734748231,3.8999999999999995,0.03971812940422806,4.208860759493671,1.0,4.0508474576271185,3.7415254237288136,3.480851748551813,priority_review_candidate
feature_517,0.09376667963627607,-0.09376667963627607,0.6496490108487556,4.890663436682964,0.8694000000000001,0.09107468123861566,2.468354430379747,5.0,3.5847457627118646,4.686440677966102,3.475590002145463,review_with_caution_high_missing
feature_197,0.22439317833551753,0.22439317833551753,0.0038289725590299937,10.552161573356331,4.330000000000002,0.03074951953875721,4.314345991561181,1.0,4.025423728813559,3.254237288135593,3.4732353572194805,priority_review_candidate
feature_220,0.2566114110258309,-0.2566114110258309,0.8557753669432036,0.0019890062148504913,0.0025000000000000005,0.008849557522123894,4.430379746835443,5.0,1.1355932203389831,1.9533898305084745,3.4729081742115424,review_with_caution_high_missing
feature_063,0.24014348454142956,0.24014348454142956,0.004467134652201659,7.119863108210895,6.011800000000001,0.03397435897435897,4.377637130801688,1.0,3.830508474576271,3.440677966101695,3.4716316241149974,priority_review_candidate
feature_484,0.17454751043547637,-0.17454751043547637,0.015315890236119975,213.12663798938698,218.21165000000002,0.0661049902786779,3.670886075949367,1.0,4.711864406779661,4.406779661016949,3.4705428019738256,priority_review_candidate
feature_383,0.10652543523294296,-0.10652543523294296,0.6496490108487556,1.3410197897865856,0.24570000000000003,0.10382513661202186,2.710970464135021,5.0,3.0847457627118646,4.771186440677966,3.4682417936065226,review_with_caution_high_missing
feature_577,0.1993238816047829,-0.1993238816047829,0.0,12.485266987951567,5.57935,0.058710912571793235,3.9556962025316453,1.0,4.084745762711864,4.305084745762712,3.4317582063934777,priority_review_candidate
feature_065,0.21972281032886498,0.21972281032886498,0.004467134652201659,7.121703093956383,6.858525,0.03653846153846154,4.240506329113924,1.0,3.8389830508474576,3.576271186440678,3.425600729457198,priority_review_candidate
feature_067,0.15849987976637642,0.15849987976637642,0.0038289725590299937,307.5022930665586,0.1742999999999999,0.07751441383728379,3.4704641350210967,1.0,4.830508474576271,4.5423728813559325,3.423573267539154,priority_review_candidate
feature_033,0.3249832021920903,0.3249832021920903,0.0006381620931716656,1.3444563668120262,0.4806000000000008,0.034482758620689655,4.672995780590718,1.0,3.093220338983051,3.466101694915254,3.4227633555031116,priority_review_candidate
feature_133,0.27164358394925414,0.27164358394925414,0.005105296745373325,6.537701154618075,8.67450000000008,0.01667735728030789,4.514767932489451,1.0,3.7796610169491522,2.4237288135593222,3.4189337052134734,priority_review_candidate
feature_112,0.1505818646225946,0.1505818646225946,0.4562858966177409,0.04893948036768213,0.0071249999999999925,0.046948356807511735,3.3544303797468356,5.0,2.0084745762711864,3.9745762711864407,3.4090699420725166,review_with_caution_high_missing
feature_385,0.1520737568802607,0.1520737568802607,0.4562858966177409,0.01436562841639247,0.006025,0.11854460093896714,3.3860759493670884,5.0,1.6016949152542372,4.838983050847458,3.408056211113495,review_with_caution_high_missing
feature_028,0.43240343524738956,-0.43240343524738956,0.0012763241863433313,3.4611809382184786,4.888900000000007,0.003194888178913738,4.862869198312236,1.0,3.4576271186440675,1.5084745762711864,3.403545376528642,priority_review_candidate
feature_511,0.22045528490907915,0.22045528490907915,0.0012763241863433313,329.66468041158004,555.2941,0.0,4.251054852320675,1.0,4.864406779661017,0.6313559322033899,3.3922119716798975,priority_review_candidate
feature_200,0.24288179485822328,0.24288179485822328,0.004467134652201659,8.690718499196095,6.0075,0.013461538461538462,4.39873417721519,1.0,3.9491525423728815,2.23728813559322,3.3904473288993784,priority_review_candidate
feature_423,0.19221399729731173,0.19221399729731173,0.0019144862795149968,32.59693287559445,36.93482499999999,0.0319693094629156,3.8924050632911396,1.0,4.415254237288135,3.3135593220338984,3.3867517700064362,priority_review_candidate
feature_138,0.19023058143347255,0.19023058143347255,0.008934269304403318,12.345358058102567,12.0,0.05859626529298133,3.8502109704641354,1.0,4.076271186440678,4.296610169491525,3.3813237502681828,priority_review_candidate
feature_556,0.20332679509936685,0.20332679509936685,0.16592214422463306,1.2800084208134206,1.0776,0.010711553175210406,3.99789029535865,3.0,3.0677966101694913,2.0677966101694913,3.3727794464707146,priority_review_candidate
feature_164,0.35497179153046254,0.35497179153046254,0.0012763241863433313,0.2425336331045254,0.04799999999999989,0.038977635782747606,4.757383966244726,1.0,2.610169491525424,3.669491525423729,3.3603143102338557,priority_review_candidate
feature_180,0.315760451714346,-0.315760451714346,0.0006381620931716656,3.3116324160902977,4.122499999999999,0.010217113665389528,4.662447257383967,1.0,3.432203389830508,2.0338983050847457,3.359541943788887,priority_review_candidate
feature_115,0.17531171189522893,-0.17531171189522893,0.0,48.94924986407113,55.75885000000005,0.03765156349712827,3.691983122362869,1.0,4.52542372881356,3.601694915254237,3.352917828792105,priority_review_candidate
feature_316,0.3589695828196677,-0.3589695828196677,0.0006381620931716656,1.0186291821386317,1.2462750000000007,0.0210727969348659,4.767932489451477,1.0,2.932203389830508,2.6652542372881354,3.3451458914396053,priority_review_candidate
feature_165,0.339656056638823,0.339656056638823,0.0012763241863433313,0.4073293242260462,0.123,0.030031948881789138,4.715189873417722,1.0,2.754237288135593,3.233050847457627,3.333699849817636,priority_review_candidate
feature_437,0.2822524285820349,0.2822524285820349,0.0012763241863433313,1.6112736720855252,1.6079000000000003,0.02619808306709265,4.546413502109704,1.0,3.1186440677966103,2.995762711864407,3.325123364084961,priority_review_candidate
feature_163,0.4044960332856032,0.4044960332856032,0.0012763241863433313,0.12198898992468676,0.063,0.03514376996805112,4.810126582278481,1.0,2.4152542372881354,3.516949152542373,3.320065436601588,priority_review_candidate
feature_579,0.1545796847480462,0.1545796847480462,0.6056158264199106,0.009640132887856619,0.0094,0.04854368932038835,3.4282700421940926,5.0,1.4491525423728813,4.0,3.305009654580562,review_with_caution_high_missing
feature_210,0.4088773362229287,0.4088773362229287,0.015315890236119975,0.04206453963808064,0.033850000000000005,0.06416072585871678,4.820675105485232,1.0,1.9661016949152543,4.372881355932203,3.2981173567903883,priority_review_candidate
feature_299,0.35491411269388773,0.35491411269388773,0.0012763241863433313,0.13082538246147596,0.021799999999999996,0.03450479233226837,4.746835443037974,1.0,2.4322033898305087,3.4788135593220337,3.292008152756919,priority_review_candidate
feature_073,0.07458820704350912,-0.07458820704350912,0.5067007019783025,17.629885640187375,3.4318000000000097,0.031047865459249677,2.0147679324894514,5.0,4.220338983050848,3.2796610169491522,3.2896964170778804,review_with_caution_high_missing
feature_300,0.3419721053621745,0.3419721053621745,0.0012763241863433313,0.21914716598500064,0.056600000000000004,0.02875399361022364,4.736286919831223,1.0,2.5762711864406778,3.135593220338983,3.2889562325681188,priority_review_candidate
feature_125,0.336004050203679,-0.336004050203679,0.00574345883854499,0.2805546877108019,0.36360000000000003,0.02631578947368421,4.704641350210971,1.0,2.6779661016949152,3.0127118644067794,3.2878513194593437,priority_review_candidate
feature_340,0.13869878810481948,0.13869878810481948,0.0038289725590299937,261.7384514987537,0.0322,0.08199871877001921,3.1645569620253164,1.0,4.762711864406779,4.576271186440678,3.272355717657155,priority_review_candidate
feature_348,0.519064163945806,0.519064163945806,0.015315890236119975,0.011862481313499937,0.009300000000000003,0.06480881399870382,4.968354430379747,1.0,1.5254237288135595,4.389830508474576,3.256098476721734,priority_review_candidate
feature_014,0.27677579808716685,-0.27677579808716685,0.0019144862795149968,2.7965955707527526,3.7669999999999995,0.007033248081841432,4.5358649789029535,1.0,3.3305084745762716,1.8135593220338984,3.2551222913537874,priority_review_candidate
feature_469,0.2111112701264387,0.2111112701264387,0.0038289725590299937,3.151684683718798,1.1585,0.033952594490711085,4.124472573839663,1.0,3.389830508474576,3.4279661016949152,3.246266895515984,priority_review_candidate
feature_183,0.2232327061786359,0.2232327061786359,0.0006381620931716656,6.836100919669127,10.515500000000003,0.0031928480204342275,4.30379746835443,1.0,3.805084745762712,1.4872881355932202,3.2367088607594936,priority_review_candidate
feature_122,0.3139249903200009,-0.3139249903200009,0.00574345883854499,0.9041204721731875,1.1900000000000004,0.014762516046213094,4.641350210970464,1.0,2.864406779661017,2.288135593220339,3.233522849173997,priority_review_candidate
feature_298,0.41332160660402173,0.41332160660402173,0.0012763241863433313,0.06422486764861535,0.028499999999999998,0.02939297124600639,4.831223628691983,1.0,2.1610169491525424,3.1822033898305087,3.2325252091825787,priority_review_candidate
feature_026,0.32863890235123994,-0.32863890235123994,0.0012763241863433313,0.18949504806307088,0.09670000000000001,0.024920127795527155,4.6835443037974684,1.0,2.5254237288135597,2.9279661016949152,3.231747479081742,priority_review_candidate
feature_565,0.19029764342263064,0.19029764342263064,0.1742182514358647,0.08112235463523564,0.09844999999999998,0.030911901081916538,3.8607594936708862,3.0,2.2542372881355934,3.2711864406779663,3.228019738253594,priority_review_candidate
feature_452,0.3095452998776529,-0.3095452998776529,0.0006381620931716656,0.9191963782506015,1.1488000000000005,0.010855683269476373,4.6308016877637135,1.0,2.8728813559322037,2.076271186440678,3.2097082171207902,priority_review_candidate
feature_341,0.19936047199426563,0.19936047199426563,0.0038289725590299937,3.667901967754305,1.0735999999999999,0.035233824471492634,3.9662447257383966,1.0,3.483050847457627,3.5254237288135593,3.2081152113280407,priority_review_candidate
feature_070,0.20853889564746148,-0.20853889564746148,0.0038289725590299937,9.539190367164208,12.39549999999997,0.005124919923126201,4.061181434599156,1.0,3.9745762711864407,1.7203389830508475,3.1932096116713153,priority_review_candidate
feature_204,0.12155944600825823,0.12155944600825823,0.0038289725590299937,565.1012386167343,0.11639999999999999,0.07110826393337603,2.921940928270042,1.0,4.923728813559322,4.457627118644068,3.191568332975756,priority_review_candidate
feature_567,0.19053188990172962,0.19053188990172962,0.1742182514358647,0.032760950249756275,0.03707500000000001,0.03786707882534776,3.871308016877637,3.0,1.8898305084745761,3.6186440677966103,3.1764106414932414,priority_review_candidate
feature_333,0.19527716346851856,0.19527716346851856,0.0038289725590299937,3.4034468352849374,1.0956000000000001,0.033952594490711085,3.9345991561181437,1.0,3.4491525423728815,3.4279661016949152,3.175654366015877,priority_review_candidate
feature_031,0.19848488968765216,-0.19848488968765216,0.0012763241863433313,0.5353218337891784,0.16860000000000008,0.22619808306709266,3.9451476793248945,1.0,2.796610169491525,5.0,3.174468998069084,priority_review_candidate
feature_038,0.21118448311280558,0.21118448311280558,0.0006381620931716656,0.44675558233221313,0.4240999999999957,0.05427841634738186,4.135021097046414,1.0,2.7796610169491527,4.173728813559322,3.1730476292641066,priority_review_candidate
feature_337,0.21437221709139787,0.21437221709139787,0.004467134652201659,1.699434805898996,1.2426249999999999,0.026923076923076925,4.187763713080169,1.0,3.135593220338983,3.042372881355932,3.172629264106415,priority_review_candidate
feature_572,0.12944866969120594,-0.12944866969120594,0.0,86.30468130478187,2.630000000000001,0.05552010210593491,3.080168776371308,1.0,4.635593220338984,4.211864406779661,3.166160695129801,priority_review_candidate
feature_488,0.18500154502046506,-0.18500154502046506,0.015315890236119975,252.0437513506614,370.7328,0.0,3.7869198312236287,1.0,4.754237288135593,0.6313559322033899,3.15580883930487,priority_review_candidate
feature_485,0.12309941022413284,-0.12309941022413284,0.015315890236119975,218.69001540828836,238.50990000000002,0.06740116655865197,2.9641350210970465,1.0,4.720338983050848,4.415254237288135,3.1554709289851965,priority_review_candidate
feature_121,0.34046138019726885,0.34046138019726885,0.00574345883854499,0.0996177237680075,0.129999999999999,0.01668806161745828,4.725738396624473,1.0,2.3389830508474576,2.4322033898305087,3.1545483801759286,priority_review_candidate
feature_555,0.0989760949235847,0.0989760949235847,0.16592214422463306,35.20755227346542,47.61110000000001,0.02448355011476664,2.552742616033755,3.0,4.457627118644068,2.9067796610169494,3.1538189229779023,priority_review_candidate
feature_467,0.14723718979285355,0.14723718979285355,0.0025526483726866626,8.673723727949763,1.6894,0.13947536788227768,3.280590717299578,1.0,3.940677966101695,4.923728813559322,3.153808195666166,priority_review_candidate
feature_203,0.18234146194375353,0.18234146194375353,0.0038289725590299937,17.461797918207267,8.853000000000002,0.010890454836643177,3.7658227848101267,1.0,4.186440677966102,2.11864406779661,3.1530948294357435,priority_review_candidate
feature_417,0.1711169796834731,-0.1711169796834731,0.0012763241863433313,4.0545151785465565,3.403299999999999,0.07412140575079872,3.6075949367088604,1.0,3.516949152542373,4.495762711864407,3.152231280841021,priority_review_candidate
feature_545,0.18438827594428261,-0.18438827594428261,0.0012763241863433313,1.3155442597144669,0.9046999999999992,0.1182108626198083,3.7763713080168775,1.0,3.0762711864406778,4.830508474576271,3.1514857326753916,priority_review_candidate
feature_068,0.2088010413592261,-0.2088010413592261,0.0038289725590299937,4.240095182952078,4.721800000000002,0.015374759769378604,4.071729957805907,1.0,3.5423728813559325,2.3135593220338984,3.1492276335550313,priority_review_candidate
feature_188,0.18936293725709816,0.18936293725709816,0.0006381620931716656,21.71187601683998,32.963750000000005,0.002554278416347382,3.8396624472573837,1.0,4.305084745762712,1.440677966101695,3.14818708431667,priority_review_candidate
feature_574,0.13940870894851973,-0.13940870894851973,0.0,26.920150379391046,0.9246500000000002,0.05488194001276324,3.1856540084388185,1.0,4.372881355932203,4.186440677966102,3.1454087105771293,priority_review_candidate
feature_079,0.3080783763571654,0.3080783763571654,0.015315890236119975,0.023079647668497637,0.024,0.05832793259883344,4.620253164556962,1.0,1.7372881355932204,4.288135593220339,3.142249517270972,priority_review_candidate
feature_166,0.21110361932038937,0.21110361932038937,0.0012763241863433313,1.1197559057432673,1.1,0.03450479233226837,4.113924050632912,1.0,2.957627118644068,3.4788135593220337,3.1385539583780306,priority_review_candidate
feature_127,0.30072480515888733,-0.30072480515888733,0.00574345883854499,0.1354088654417417,0.16459999999999997,0.018613607188703467,4.588607594936709,1.0,2.440677966101695,2.5508474576271185,3.130127655009655,priority_review_candidate
feature_124,0.3764673981398374,0.3764673981398374,0.00574345883854499,0.1141436918639244,0.14749999999999908,0.004492939666238768,4.79957805907173,1.0,2.3728813559322033,1.6610169491525424,3.1191321604805835,priority_review_candidate
feature_573,0.20832116905375206,-0.20832116905375206,0.0,0.24847812360739024,0.12465000000000001,0.06573069559668156,4.0400843881856545,1.0,2.61864406779661,4.398305084745763,3.1125295001072737,priority_review_candidate
feature_126,0.22060759947170622,0.22060759947170622,0.00574345883854499,0.25347081523856796,0.30100000000000016,0.028241335044929396,4.261603375527426,1.0,2.6271186440677967,3.1101694915254234,3.0855181291568337,priority_review_candidate
feature_032,0.20930409064952485,0.20930409064952485,0.0006381620931716656,2.026549205778641,1.2514000000000038,0.017241379310344827,4.0928270042194095,1.0,3.194915254237288,2.440677966101695,3.084568762068226,priority_review_candidate
feature_336,0.1586687029853557,0.1586687029853557,0.004467134652201659,7.556130948920659,1.7530999999999999,0.03333333333333333,3.4915611814345993,1.0,3.8728813559322033,3.398305084745763,3.079253379103197,priority_review_candidate
feature_494,0.14128936800721717,0.14128936800721717,0.0,6.615200266560572,0.42399999999999993,0.09189534141671984,3.217299578059072,1.0,3.788135593220339,4.694915254237288,3.0643102338553962,priority_review_candidate
feature_411,0.1891579531595219,0.1891579531595219,0.008934269304403318,0.5514741690393612,0.5319000000000003,0.056664520283322604,3.829113924050633,1.0,2.8135593220338984,4.245762711864407,3.0510673675177005,priority_review_candidate
feature_575,0.21176805560596007,-0.21176805560596007,0.0,0.0677911184842199,0.03705,0.06062539885130823,4.1455696202531644,1.0,2.1864406779661016,4.330508474576272,3.045167346063077,priority_review_candidate
feature_123,0.2896827658736552,0.2896827658736552,0.00574345883854499,0.10831493753624595,0.13750000000000107,0.008985879332477536,4.556962025316455,1.0,2.3559322033898304,1.9915254237288136,3.038768504612744,priority_review_candidate
feature_335,0.13838008577391636,0.13838008577391636,0.0038289725590299937,5.781558467381748,1.3247,0.11531069827033953,3.154008438818565,1.0,3.694915254237288,4.822033898305085,3.025236000858185,priority_review_candidate
feature_455,0.2259259648001866,0.2259259648001866,0.0006381620931716656,0.9383721211041947,1.4422499999999996,0.002554278416347382,4.345991561181435,1.0,2.88135593220339,1.440677966101695,3.020102982192663,priority_review_candidate
feature_516,0.043923052399846556,-0.043923052399846556,0.6496490108487556,10.783879966801807,0.14340000000000003,0.04735883424408015,1.350210970464135,5.0,4.0423728813559325,3.983050847457627,3.016493241793607,review_with_caution_high_missing
feature_319,0.21288581524793207,0.21288581524793207,0.0006381620931716656,2.17905879570771,3.2359500000000017,0.0019157088122605363,4.156118143459915,1.0,3.228813559322034,1.3771186440677965,3.0151684187942505,priority_review_candidate
feature_103,0.6068684231270474,0.6068684231270474,0.0012763241863433313,0.0030645488768766076,0.003599999999999999,0.017891373801916934,4.989451476793249,1.0,1.2457627118644068,2.5042372881355934,3.0071175713366234,priority_review_candidate
feature_301,0.1931203897441778,0.1931203897441778,0.0012763241863433313,0.33198168690319163,0.32920000000000005,0.03578274760383387,3.913502109704641,1.0,2.703389830508475,3.5508474576271185,2.9920081527569193,priority_review_candidate
feature_130,0.30788482008899415,0.30788482008899415,0.00574345883854499,0.08253126367202694,0.12580000000000002,0.0025673940949935813,4.609704641350211,1.0,2.26271186440678,1.457627118644068,2.9858077665736973,priority_review_candidate
feature_135,0.10990318599678131,-0.10990318599678131,0.003190810465858328,57.54462723964513,35.0,0.040973111395646605,2.7531645569620258,1.0,4.584745762711864,3.7796610169491522,2.963076593005793,priority_review_candidate
feature_207,0.14179966130570643,0.14179966130570643,0.0038289725590299937,17.497556438702528,6.02,0.019218449711723255,3.2278481012658227,1.0,4.194915254237288,2.5762711864406778,2.95888757777301,priority_review_candidate
feature_483,0.09531651579257804,-0.09531651579257804,0.015315890236119975,192.86441252605448,181.5491,0.07906675307841866,2.489451476793249,1.0,4.703389830508475,4.5593220338983045,2.9520328255739114,priority_review_candidate
feature_066,0.15647127530217603,-0.15647127530217603,0.0038289725590299937,11.623078342670448,15.826799999999935,0.0064061499039077515,3.459915611814346,1.0,4.0593220338983045,1.7711864406779663,2.9489111778588284,priority_review_candidate
feature_580,0.10523899289161365,0.10523899289161365,0.6056158264199106,0.003115985835278885,0.003075,0.05663430420711974,2.679324894514768,5.0,1.2542372881355932,4.23728813559322,2.942984338124866,review_with_caution_high_missing
feature_476,0.11445395608948715,0.11445395608948715,0.0038289725590299937,14.939589734186162,12.160100000000002,0.06918641896220372,2.8164556962025316,1.0,4.110169491525424,4.423728813559322,2.9373203175284273,priority_review_candidate
