Time,Pass/Fail,label_name,feature_294,feature_159,feature_510,feature_160,feature_430
2008-07-27 22:28:00,-1,Pass,274.026,671.0,67.6218,396.0,12.1828
2008-07-27 23:14:00,-1,Pass,3040.1658,5575.0,37.9822,3511.0,212.5834
2008-07-28 03:31:00,-1,Pass,993.652,2058.0,78.7062,560.0,34.2415
2008-07-28 03:48:00,-1,Pass,242.4967,531.0,95.0,118.0,9.571
2008-07-28 04:37:00,-1,Pass,2724.0,5448.0,75.513,2841.0,400.0
2008-07-28 05:36:00,-1,Pass,253.4106,617.0,57.2246,244.0,11.3154
2008-07-28 06:45:00,1,Fail,34.0722,73.0,172.0755,259.0,1.3288
2008-07-28 08:36:00,-1,Pass,77.9081,168.0,40.7507,484.0,3.0404
2008-07-28 15:11:00,1,Fail,876.6031,1848.0,75.2941,4170.0,36.3404
2008-07-28 23:57:00,-1,Pass,36.8273,72.0,21.9709,179.0,1.2797
2008-07-29 04:08:00,-1,Pass,1335.7012,2867.0,70.5167,214.0,47.52
2008-07-29 05:16:00,-1,Pass,297.0492,723.0,42.1053,163.0,13.35
2008-07-29 06:19:00,-1,Pass,3280.8927,7569.0,76.8946,3309.0,159.9873
2008-07-29 08:23:00,1,Fail,134.7207,299.0,113.0045,190.0,5.3908
2008-07-29 11:47:00,-1,Pass,3882.2129,7600.0,41.0619,3290.0,231.6367
2008-07-29 15:41:00,-1,Pass,3307.3123,7653.0,42.7002,3417.0,163.9724
2008-07-29 15:49:00,1,Fail,48.9583,109.0,96.9697,547.0,2.0565
2008-07-29 17:05:00,1,Fail,318.781,760.0,18.0064,169.0,13.6863
2008-07-29 18:08:00,1,Fail,75.7144,157.0,49.0667,368.0,2.9106
2008-07-29 21:07:00,-1,Pass,2980.3803,5391.0,90.4847,3294.0,209.3186
2008-07-29 23:14:00,-1,Pass,362.8135,785.0,67.8869,207.0,15.1676
2008-07-29 23:19:00,-1,Pass,206.3121,444.0,50.0803,264.0,8.0072
2008-07-30 06:30:00,-1,Pass,3235.5781,7657.0,200.7117,3278.0,169.3746
2008-07-30 07:08:00,-1,Pass,246.9458,540.0,33.1903,618.0,9.5008
2008-07-30 12:02:00,-1,Pass,314.963,682.0,111.9454,174.0,12.4897
2008-07-30 12:29:00,1,Fail,2737.5,5475.0,101.1287,2615.0,400.0
2008-07-30 21:16:00,1,Fail,3234.6965,7709.0,31.6049,3253.0,171.6735
2008-07-31 13:57:00,-1,Pass,355.3237,817.0,80.0,357.0,15.037
2008-07-31 15:36:00,-1,Pass,240.8213,571.0,102.6316,387.0,10.3936
2008-07-31 17:07:00,-1,Pass,3007.6466,5477.0,218.1818,3184.0,210.8972
2008-07-31 20:18:00,1,Fail,293.2547,662.0,66.5208,265.0,12.02
2008-01-08 02:02:00,-1,Pass,583.7548,1213.0,87.7193,528.0,21.4027
2008-01-08 05:52:00,1,Fail,270.7513,599.0,74.7826,768.0,10.8874
2008-01-08 10:20:00,-1,Pass,428.5545,984.0,54.5809,457.0,18.2815
2008-01-08 10:26:00,-1,Pass,74.5537,148.0,89.9297,458.0,2.6152
2008-01-08 11:28:00,-1,Pass,247.8266,489.0,53.6913,411.0,9.1419
2008-01-08 12:29:00,-1,Pass,234.3174,548.0,68.8172,317.0,9.791
2008-01-08 14:07:00,-1,Pass,349.41900000000004,833.0,102.3256,140.0,15.3111
2008-01-08 15:10:00,-1,Pass,312.2738,594.0,54.5781,656.0,10.5802
2008-02-08 03:39:00,-1,Pass,132.9097,308.0,111.4754,218.0,5.5651
2008-03-08 13:09:00,-1,Pass,3075.2411,5684.0,174.8988,3287.0,214.5513
2008-03-08 14:06:00,-1,Pass,134.8292,268.0,51.4469,423.0,4.8251
2008-03-08 14:25:00,-1,Pass,295.1305,663.0,76.0181,653.0,10.0975
2008-03-08 15:03:00,-1,Pass,159.8653,386.0,65.3386,3775.0,6.876
2008-03-08 15:27:00,-1,Pass,218.4651,502.0,90.0,613.0,7.6682
2008-03-08 16:00:00,-1,Pass,204.1258,423.0,79.292,751.0,7.4841
2008-03-08 17:00:00,-1,Pass,1143.1321,2170.0,54.8463,786.0,32.5985
2008-03-08 17:58:00,-1,Pass,261.0038,504.0,98.3607,161.0,8.8709
2008-03-08 20:23:00,-1,Pass,143.9873,311.0,39.2906,967.0,5.6163
2008-03-08 22:52:00,-1,Pass,185.1709,378.0,56.6372,82.0,7.0664
2008-04-08 00:39:00,1,Fail,188.5831,424.0,68.6627,424.0,7.7151
2008-04-08 03:45:00,-1,Pass,216.6631,527.0,68.2464,595.0,8.085
2008-04-08 03:49:00,-1,Pass,3277.3157,7791.0,85.5346,3267.0,171.0053
2008-04-08 13:19:00,-1,Pass,237.9447,530.0,46.62,248.0,9.7561
2008-04-08 14:04:00,-1,Pass,310.3464,745.0,30.4762,344.0,13.1214
2008-04-08 14:31:00,-1,Pass,787.0352,1657.0,62.6959,735.0,26.8362
2008-04-08 15:29:00,-1,Pass,131.0328,296.0,77.2118,106.0,5.5144
2008-04-08 16:15:00,-1,Pass,218.977,531.0,76.815,551.0,9.8456
2008-04-08 16:31:00,-1,Pass,251.8152,578.0,122.7621,447.0,10.332
2008-04-08 17:11:00,-1,Pass,3092.805,5703.0,76.5957,3454.0,213.9561
2008-04-08 17:46:00,-1,Pass,261.3899,527.0,99.389,232.0,9.535
2008-04-08 18:24:00,-1,Pass,3308.1092,7716.0,87.3016,3046.0,164.3363
2008-04-08 19:58:00,-1,Pass,307.0814,663.0,115.3488,451.0,12.0732
2008-04-08 20:32:00,-1,Pass,289.5748,619.0,65.2361,390.0,11.3303
2008-04-08 20:58:00,1,Fail,3020.4584,5480.0,117.8744,3218.0,210.022
2008-04-08 21:43:00,-1,Pass,78.6824,167.0,116.5829,411.0,3.0376
2008-04-08 22:51:00,-1,Pass,242.5385,592.0,100.7557,435.0,10.7203
2008-04-08 23:33:00,-1,Pass,3005.5,6011.0,103.3333,2426.0,400.0
2008-05-08 00:04:00,-1,Pass,157.6283,352.0,45.0704,307.0,6.4670000000000005
2008-05-08 01:12:00,-1,Pass,160.0125,336.0,92.2034,127.0,5.928
2008-05-08 02:15:00,-1,Pass,85.5117,168.0,70.6306,790.0,2.6774
2008-05-08 02:36:00,-1,Pass,226.7532,552.0,101.4634,556.0,9.8404
2008-05-08 02:45:00,-1,Pass,138.3652,302.0,42.5721,633.0,4.6553
2008-05-08 03:17:00,-1,Pass,262.1558,623.0,85.3333,544.0,9.7933
2008-05-08 03:36:00,-1,Pass,161.0756,392.0,64.6809,795.0,6.0178
2008-05-08 03:54:00,-1,Pass,235.0736,532.0,73.0097,549.0,8.133
2008-05-08 04:32:00,-1,Pass,547.3855,1270.0,27.8607,470.0,24.6734
2008-05-08 04:35:00,-1,Pass,188.0257,385.0,49.8168,700.0,5.9363
2008-05-08 05:11:00,-1,Pass,296.1948,702.0,127.4827,280.0,12.9784
2008-05-08 06:10:00,-1,Pass,159.7561,389.0,151.5152,644.0,6.0189
2008-05-08 06:11:00,-1,Pass,129.2878,259.0,66.7932,397.0,4.8859
2008-05-08 06:21:00,-1,Pass,93.6425,203.0,78.0045,562.0,3.758
2008-05-08 07:12:00,-1,Pass,297.0874,674.0,68.5714,613.0,10.4161
2008-05-08 07:12:00,1,Fail,322.4101,692.0,65.2038,171.0,12.7376
2008-05-08 07:48:00,-1,Pass,1716.0853,3597.0,136.9193,725.0,61.4163
2008-05-08 08:50:00,-1,Pass,328.8539,793.0,77.2727,467.0,14.0162
2008-05-08 09:48:00,-1,Pass,329.8428,717.0,54.6185,154.0,12.8939
2008-05-08 14:17:00,-1,Pass,109.1402,210.0,93.9683,336.0,3.8361
2008-05-08 14:45:00,-1,Pass,230.26,460.0,301.4493,326.0,8.2136
2008-05-08 15:45:00,-1,Pass,1103.7634,2481.0,58.1498,712.0,40.8816
2008-05-08 20:04:00,-1,Pass,249.8059,492.0,77.1084,374.0,9.2716
2008-05-08 21:07:00,-1,Pass,890.0589,1909.0,243.4783,500.0,31.6571
2008-05-08 21:22:00,-1,Pass,105.56,206.0,88.665,854.0,3.6436
2008-05-08 23:02:00,-1,Pass,511.4224,1132.0,82.243,604.0,20.8924
2008-05-08 23:06:00,-1,Pass,123.6888,266.0,61.7647,472.0,4.7153
2008-05-08 23:38:00,-1,Pass,157.5108,293.0,79.661,461.0,5.2902
2008-06-08 00:04:00,-1,Pass,142.3713,347.0,113.0667,108.0,6.5948
2008-06-08 02:20:00,-1,Pass,385.1401,878.0,62.5793,566.0,15.7129
2008-06-08 03:22:00,-1,Pass,262.4481,579.0,89.6861,355.0,10.4673
2008-06-08 05:40:00,1,Fail,248.3967,556.0,44.8598,445.0,10.1901
2008-06-08 09:56:00,-1,Pass,257.6436,591.0,93.3333,212.0,10.3981
2008-06-08 09:57:00,-1,Pass,1249.2297,2366.0,52.0179,847.0,36.0465
2008-06-08 12:33:00,-1,Pass,74.6458,180.0,104.2424,467.0,3.238
2008-06-08 13:35:00,-1,Pass,242.0708,570.0,46.9751,228.0,10.3641
2008-06-08 17:35:00,-1,Pass,55.4527,131.0,64.1711,593.0,2.0619
2008-06-08 18:00:00,-1,Pass,282.5684,691.0,83.3747,721.0,10.4709
2008-06-08 18:34:00,-1,Pass,207.2768,484.0,56.0886,775.0,7.5466
2008-06-08 19:13:00,-1,Pass,168.8481,367.0,46.9636,681.0,5.5864
2008-06-08 19:24:00,-1,Pass,171.543,415.0,162.3188,594.0,6.4038
2008-06-08 20:00:00,-1,Pass,148.1517,330.0,103.8674,329.0,5.1852
2008-06-08 20:17:00,-1,Pass,203.2312,497.0,78.6885,673.0,7.6778
2008-06-08 21:15:00,-1,Pass,3904.2719,7669.0,77.7494,3295.0,232.8526
2008-06-08 22:27:00,-1,Pass,3836.5,7673.0,56.4706,2947.0,400.0
2008-06-08 23:40:00,-1,Pass,257.241,602.0,110.5691,267.0,10.9889
2008-06-08 23:45:00,-1,Pass,100.9042,241.0,85.7645,663.0,3.7234
2008-07-08 00:51:00,-1,Pass,1471.1575,3027.0,116.5563,298.0,48.5466
2008-07-08 07:30:00,-1,Pass,218.355,473.0,58.5714,659.0,7.3336
2008-07-08 08:21:00,-1,Pass,973.3559,2029.0,54.8885,716.0,32.8876
2008-07-08 08:45:00,-1,Pass,207.8565,495.0,66.4311,423.0,8.9181
2008-07-08 08:55:00,-1,Pass,183.4966,422.0,126.5993,133.0,7.7453
2008-07-08 10:12:00,-1,Pass,247.8266,599.0,66.5169,737.0,9.4301
2008-07-08 11:10:00,-1,Pass,845.2847,1863.0,86.8035,396.0,36.542
2008-07-08 11:40:00,1,Fail,79.3662,145.0,68.7631,562.0,2.279
2008-08-08 04:55:00,-1,Pass,87.3284,198.0,142.6901,705.0,3.1477
2008-08-08 07:26:00,-1,Pass,249.2861,565.0,65.1163,363.0,10.4838
2008-08-08 08:44:00,1,Fail,243.0574,574.0,98.0306,774.0,8.7784
2008-08-08 12:37:00,1,Fail,254.4884,582.0,141.0405,448.0,9.1661
2008-08-08 20:21:00,-1,Pass,247.4975,481.0,117.2237,114.0,8.5901
2008-08-08 21:22:00,-1,Pass,554.631,1020.0,97.7778,266.0,18.0683
2008-08-08 21:53:00,-1,Pass,261.0037,550.0,289.6552,371.0,10.0959
2008-08-08 22:06:00,-1,Pass,273.675,608.0,68.046,158.0,11.0525
2008-08-08 22:25:00,-1,Pass,2826.3162,5921.0,79.5411,2844.0,140.0426
2008-09-08 02:15:00,-1,Pass,524.1084,1238.0,63.8037,248.0,21.929
2008-09-08 02:37:00,-1,Pass,584.9732,1322.0,81.10600000000001,495.0,23.6219
2008-09-08 06:05:00,-1,Pass,484.5596,894.0,61.5385,436.0,15.5478
2008-09-08 09:16:00,1,Fail,359.4694,820.0,111.7043,387.0,15.2296
2008-09-08 09:22:00,-1,Pass,90.4986,197.0,93.8462,241.0,3.5298
2008-09-08 11:42:00,1,Fail,1110.1144,2584.0,74.1021,1636.0,42.6192
2008-09-08 17:34:00,-1,Pass,357.167,789.0,205.5866,428.0,14.3227
2008-09-08 19:03:00,-1,Pass,540.2422,1312.0,147.4201,406.0,22.9873
2008-09-08 20:04:00,-1,Pass,3616.6944,7708.0,136.0231,3235.0,151.9342
2008-09-08 21:07:00,-1,Pass,193.3055,441.0,160.0,582.0,6.9149
2008-09-08 22:15:00,-1,Pass,189.1197,334.0,113.6364,555.0,6.0341
2008-09-08 22:37:00,-1,Pass,258.6877,617.0,252.6316,560.0,9.6031
2008-09-08 23:17:00,-1,Pass,146.5159,319.0,126.9231,554.0,5.0839
2008-09-08 23:34:00,-1,Pass,115.5058,240.0,41.6185,2940.0,4.3406
2008-10-08 00:09:00,-1,Pass,132.9997,311.0,84.5666,328.0,5.7145
2008-10-08 00:46:00,-1,Pass,189.4789,387.0,89.3204,498.0,6.2935
2008-10-08 06:00:00,1,Fail,283.9413,656.0,65.99600000000001,553.0,11.5819
2008-10-08 06:41:00,-1,Pass,209.1746,476.0,69.0647,207.0,8.6123
2008-10-08 07:01:00,1,Fail,181.9586,410.0,77.6903,577.0,7.6261
2008-10-08 11:16:00,-1,Pass,3064.7451,5978.0,86.7725,3363.0,230.3661
2008-10-08 11:49:00,-1,Pass,142.205,342.0,202.7397,543.0,5.3814
2008-10-08 12:22:00,-1,Pass,1128.7695,2484.0,64.9652,632.0,54.0941
2008-10-08 15:59:00,1,Fail,2961.5,5923.0,74.6667,2438.0,400.0
2008-10-08 19:07:00,-1,Pass,334.0245,722.0,126.8966,248.0,12.5489
2008-10-08 20:07:00,1,Fail,112.9926,275.0,123.5443,399.0,5.145
2008-10-08 22:26:00,1,Fail,790.6033,1661.0,171.1628,551.0,23.23
2008-11-08 03:06:00,-1,Pass,268.5542,608.0,60.1626,289.0,11.0545
2008-11-08 04:09:00,-1,Pass,1576.859,3453.0,56.7164,357.0,72.2158
2008-11-08 05:15:00,-1,Pass,192.5141,439.0,101.8182,161.0,8.2264
2008-11-08 11:35:00,-1,Pass,1163.8074,2426.0,157.377,313.0,39.6908
2008-11-08 12:38:00,-1,Pass,112.5152,236.0,160.4938,582.0,4.1796
2008-12-08 04:23:00,-1,Pass,3933.755,7599.0,95.5975,3132.0,227.124
2008-12-08 06:16:00,-1,Pass,3095.8546,5704.0,33.383,3635.0,213.753
2008-12-08 10:54:00,-1,Pass,163.0951,374.0,86.8217,598.0,5.8648
2008-12-08 11:29:00,-1,Pass,210.8876,426.0,124.5614,550.0,7.8305
2008-12-08 12:04:00,-1,Pass,285.3781,616.0,150.8046,470.0,11.2306
