feature,pass_count,fail_count,pass_mean,fail_mean,mean_difference_fail_minus_pass,pass_median,fail_median,overall_std,standardized_mean_difference,abs_standardized_mean_difference,missing_rate,missing_count
feature_021,1462,103,-5636.437585499316,-5362.27427184466,274.1633136546561,-5529.0,-5447.25,626.8221783421311,0.43738610905533837,0.43738610905533837,0.0012763241863433313,2
feature_028,1462,103,69.59803235294117,68.10140582524272,-1.496626527698453,69.2444,68.1556,3.4611809382184786,-0.43240343524738956,0.43240343524738956,0.0012763241863433313,2
feature_436,1462,103,6.5329430232558146,21.428146601941748,14.895203578685933,2.76215,2.8236,34.55780389217089,0.4310228631762234,0.4310228631762234,0.0012763241863433313,2
feature_129,1454,104,-0.5879594222833563,-0.08264134615384615,0.5053180761295102,-0.1419,0.0,1.2204787495960854,0.4140326706194139,0.4140326706194139,0.00574345883854499,9
feature_298,1462,103,0.06205738714090288,0.08860291262135923,0.026545525480456356,0.0522,0.0587,0.06422486764861535,0.41332160660402173,0.41332160660402173,0.0012763241863433313,2
feature_210,1439,104,0.08770653231410702,0.10490576923076923,0.01719923691666221,0.079,0.08555,0.04206453963808064,0.4088773362229287,0.4088773362229287,0.015315890236119975,24
feature_163,1462,103,0.13695690834473323,0.18630097087378644,0.04934406252905321,0.119,0.135,0.12198898992468676,0.4044960332856032,0.4044960332856032,0.0012763241863433313,2
feature_124,1454,104,15.791836313617605,15.834807692307692,0.04297137869008694,15.77,15.825,0.11414369186392438,0.3764673981398374,0.3764673981398374,0.00574345883854499,9
feature_295,1462,103,246.0590158002736,351.50814368932043,105.44912788904682,194.76595,225.9843,283.5307018043663,0.37191431904191385,0.37191431904191385,0.0012763241863433313,2
feature_160,1462,103,541.6046511627907,750.3980582524272,208.7934070896365,433.0,507.0,574.8085883403089,0.363239887720715,0.363239887720715,0.0012763241863433313,2
feature_316,1462,104,6.00126073871409,5.635603846153846,-0.3656568925602439,5.861750000000001,5.5312,1.0186291821386317,-0.3589695828196677,0.3589695828196677,0.0006381620931716656,1
feature_164,1462,103,0.12227633378932967,0.20836893203883494,0.08609259824950527,0.089,0.095,0.2425336331045254,0.35497179153046254,0.35497179153046254,0.0012763241863433313,2
feature_299,1462,103,0.0572109439124487,0.10364271844660194,0.046431774534153245,0.039650000000000005,0.0427,0.13082538246147596,0.35491411269388773,0.35491411269388773,0.0012763241863433313,2
feature_300,1462,103,0.11345389876880985,0.1883961165048544,0.07494221773604456,0.08285000000000001,0.0826,0.2191471659850006,0.3419721053621745,0.3419721053621745,0.0012763241863433313,2
feature_121,1454,104,15.794160935350757,15.828076923076923,0.03391598772616611,15.79,15.81,0.0996177237680075,0.34046138019726885,0.34046138019726885,0.00574345883854499,9
feature_165,1462,103,0.2429199726402189,0.3812718446601943,0.13835187201997542,0.1835,0.187,0.4073293242260462,0.339656056638823,0.339656056638823,0.0012763241863433313,2
feature_125,1454,104,1.191248280605227,1.0969807692307691,-0.09426751137445777,1.144,1.078,0.2805546877108019,-0.336004050203679,0.336004050203679,0.00574345883854499,9
feature_294,1462,103,391.4182911080711,549.3839077669903,157.9656166589192,275.1465,313.2161,477.0500761816525,0.33113005226471987,0.33113005226471987,0.0012763241863433313,2
feature_026,1462,103,1.9425754445964432,1.8803,-0.062275444596443075,1.9861499999999999,1.988,0.18949504806307088,-0.32863890235123994,0.32863890235123994,0.0012763241863433313,2
feature_033,1462,104,8.931261764705882,9.368187499999998,0.4369257352941158,8.7662,8.8941,1.3444563668120262,0.3249832021920903,0.3249832021920903,0.0006381620931716656,1
feature_180,1462,104,19.082701778385772,18.03701923076923,-1.0456825476165434,18.759999999999998,17.615000000000002,3.3116324160902977,-0.315760451714346,0.315760451714346,0.0006381620931716656,1
feature_159,1462,103,862.2756497948017,1172.3106796116506,310.0350298168489,615.0,686.0,983.0430214415103,0.31538297211267635,0.31538297211267635,0.0012763241863433313,2
feature_122,1454,104,3.917335625859698,3.6335096153846154,-0.2838260104750825,3.882,3.5255,0.9041204721731875,-0.3139249903200009,0.3139249903200009,0.00574345883854499,9
feature_452,1462,104,5.365711764705882,5.081178846153847,-0.2845329185520349,5.28895,4.9924,0.9191963782506015,-0.3095452998776529,0.3095452998776529,0.0006381620931716656,1
feature_079,1439,104,0.002979082696316886,0.010089423076923076,0.0071103403806061895,0.0,0.0076500000000000005,0.023079647668497637,0.3080783763571654,0.3080783763571654,0.015315890236119975,24
feature_130,1454,104,0.7432802613480054,0.7686903846153847,0.025410123267379348,0.7586,0.7709999999999999,0.08253126367202693,0.30788482008899415,0.30788482008899415,0.00574345883854499,9
feature_064,1456,104,20.440290521978024,21.967568269230767,1.527277747252743,20.011850000000003,20.85955,4.977467453454667,0.30683831919236737,0.30683831919236737,0.004467134652201659,7
feature_127,1454,104,0.6511958046767538,0.610475,-0.040720804676753763,0.655,0.606,0.1354088654417417,-0.30072480515888733,0.30072480515888733,0.00574345883854499,9
feature_022,1462,103,2705.15817373461,2617.339805825243,-87.81836790936723,2665.25,2635.75,295.49853453043056,-0.29718715204093055,0.29718715204093055,0.0012763241863433313,2
feature_247,781,71,0.05174135723431498,0.07132816901408451,0.01958681177976953,0.0262,0.0421,0.06688019872989498,0.29286413844064074,0.29286413844064074,0.4562858966177409,715
feature_123,1454,104,15.827565337001374,15.858942307692306,0.03137697069093193,15.83,15.844999999999999,0.10831493753624595,0.2896827658736552,0.2896827658736552,0.00574345883854499,9
feature_437,1462,103,3.9868538987688096,4.441639805825242,0.45478590705643285,3.7706,3.9314,1.6112736720855252,0.2822524285820349,0.2822524285820349,0.0012763241863433313,2
feature_014,1460,104,9.056840547945205,8.282810576923076,-0.774029971022129,8.982,8.527550000000002,2.7965955707527526,-0.27677579808716685,0.27677579808716685,0.0019144862795149968,3
feature_114,1463,104,9.200273410799727e-05,0.0005519230769230768,0.00045992034281507955,0.0,0.0,0.0016680941765185792,0.2757160532596326,0.2757160532596326,0.0,0
feature_133,1455,104,1003.9246225429551,1005.7005471153848,1.7759245724296306,1003.9712,1004.9164000000001,6.537701154618075,0.27164358394925414,0.27164358394925414,0.005105296745373325,8
feature_249,1463,104,0.0007857826384142174,0.004996153846153845,0.004210371207739627,0.0,0.0,0.015770787828204697,0.2669727887791211,0.2669727887791211,0.0,0
feature_387,1463,104,0.00025105946684894046,0.0015798076923076924,0.001328748225458752,0.0,0.0,0.0049893344938820305,0.2663177277627058,0.2663177277627058,0.0,0
feature_100,1457,104,-2.7453671928620443e-05,6.538461538461539e-05,9.283828731323583e-05,0.0,0.0,0.0003555366912193449,0.2611215371185422,0.2611215371185422,0.0038289725590299937,6
feature_557,1221,86,1.5912058149058148,2.075467441860465,0.48426162695465,1.5209,1.653,1.8704334384919217,0.25890342686831813,0.25890342686831813,0.16592214422463306,260
feature_554,1221,86,0.4934769041769042,0.6481976744186047,0.15472077024170044,0.4767,0.49805,0.5988519979364184,0.25836228446235815,0.25836228446235815,0.16592214422463306,260
feature_551,1221,86,1.2075757575757575,1.5591860465116278,0.3516102889358703,1.15,1.255,1.3611173002144201,0.25832475193760324,0.25832475193760324,0.16592214422463306,260
feature_056,1460,103,0.928733698630137,0.9304883495145633,0.0017546508844262787,0.9308,0.9318,0.006807361515537244,0.2577578523516684,0.2577578523516684,0.0025526483726866626,4
feature_220,215,11,0.009237674418604649,0.008727272727272717,-0.0005104016913319315,0.009,0.0085,0.0019890062148504913,-0.2566114110258309,0.2566114110258309,0.8557753669432036,1341
feature_519,781,71,11.393324455825866,15.41470985915493,4.021385403329065,5.6326,9.0516,15.814419874330685,0.2542859893239848,0.2542859893239848,0.4562858966177409,715
feature_460,1462,104,28.98199001367989,32.225772115384615,3.243782101704724,26.0801,27.76375,13.335188892539882,0.24324980529667609,0.24324980529667609,0.0006381620931716656,1
feature_200,1456,104,17.459471153846152,19.570288461538464,2.1108173076923116,17.145,17.83,8.690718499196093,0.24288179485822328,0.24288179485822328,0.004467134652201659,7
feature_095,1457,104,5.8339052848318466e-05,8.365384615384616e-05,2.5314793305527696e-05,0.0,0.0001,0.00010440797375672332,0.24246034469084368,0.24246034469084368,0.0038289725590299937,6
feature_063,1456,104,13.875941071428569,15.585729807692307,1.7097887362637376,13.2255,13.4103,7.119863108210895,0.24014348454142956,0.24014348454142956,0.004467134652201659,7
feature_471,1457,104,9.476705078929307,11.909639423076923,2.4329343441476166,7.3755,7.5924499999999995,10.174117047695473,0.23912977733027924,0.23912977733027924,0.0038289725590299937,6
feature_110,519,30,101.2937310211946,101.74248000000001,0.448748978805412,101.4768,101.595,1.8800873187169334,0.23868517932010785,0.23868517932010785,0.6496490108487556,1018
feature_455,1462,104,3.6225541039671683,3.834556730769231,0.21200262680206272,3.6936,4.12,0.9383721211041947,0.2259259648001866,0.2259259648001866,0.0006381620931716656,1
feature_477,1457,104,6.105093548387096,8.398981730769231,2.293888182382135,5.1912,6.1204,10.185026114844831,0.22522162992186717,0.22522162992186717,0.0038289725590299937,6
feature_058,1460,103,4.592049383561644,4.611205825242719,0.019156441681074554,4.5698,4.6082,0.08509477590107162,0.22511889217905928,0.22511889217905928,0.0025526483726866626,4
feature_197,1457,104,19.93495538778312,22.302788461538462,2.3678330737553424,19.35,20.035,10.552161573356331,0.22439317833551753,0.22439317833551753,0.0038289725590299937,6
feature_183,1462,104,26.559824076607388,28.08586538461539,1.5260413080080006,26.8705,29.823999999999998,6.836100919669127,0.2232327061786359,0.2232327061786359,0.0006381620931716656,1
feature_468,1456,104,227.59087953296702,176.3233951923077,-51.26748434065934,157.16645,82.80505,230.76691495133312,-0.2221613282453043,0.2221613282453043,0.004467134652201659,7
feature_076,1439,104,-0.02889339819318971,-0.03626826923076923,-0.0073748710375795175,-0.0283,-0.0353,0.03320327939551294,-0.22211273018339722,0.22211273018339722,0.015315890236119975,24
feature_365,1461,104,0.005159479808350445,0.005747115384615384,0.000587635576264939,0.0046,0.005050000000000001,0.002656010245061626,0.22124748101312552,0.22124748101312552,0.0012763241863433313,2
feature_126,1454,104,2.746995873452545,2.802913461538462,0.05591758808591685,2.735,2.7645,0.25347081523856796,0.22060759947170622,0.22060759947170622,0.00574345883854499,9
feature_511,1461,104,271.14984818617387,343.82616923076927,72.6763210445954,0.0,278.71979999999996,329.66468041158004,0.22045528490907915,0.22045528490907915,0.0012763241863433313,2
feature_065,1456,104,27.027495535714284,28.592296153846153,1.5648006181318692,26.21745,27.97485,7.121703093956383,0.21972281032886498,0.21972281032886498,0.004467134652201659,7
feature_550,1221,86,16.94230139230139,18.021511627906975,1.0792102356055864,16.34,16.36,4.966953947064532,0.2172780837324653,0.2172780837324653,0.16592214422463306,260
feature_569,1214,80,20.981064250411865,23.1907275,2.209663249588136,16.822400000000002,19.21335,10.213294338381658,0.21635166640446268,0.21635166640446268,0.1742182514358647,273
feature_205,1457,104,8.88474262182567,11.367019230769232,2.482276608943563,7.66,9.16,11.541082734748231,0.21508177923981528,0.21508177923981528,0.0038289725590299937,6
feature_553,1221,86,7.672856592956593,8.144241860465119,0.47138526750852616,7.3994,7.5207,2.192647285688347,0.21498453973209017,0.21498453973209017,0.16592214422463306,260
feature_337,1456,104,2.3031941620879124,2.6675057692307695,0.36431160714285715,2.0549,2.03715,1.6994348058989959,0.21437221709139787,0.21437221709139787,0.004467134652201659,7
feature_196,1456,104,8.464258241758241,11.827692307692306,3.363434065934065,6.77,7.085,15.720926221143502,0.2139463043475448,0.2139463043475448,0.004467134652201659,7
feature_090,1413,103,8833.289516985138,8748.61942038835,-84.67009659678843,8835.5701,8745.81,396.3136618600386,-0.21364415296561326,0.21364415296561326,0.03254626675175495,51
feature_319,1462,104,7.885228522571818,8.349119230769231,0.46389070819741285,8.35595,9.01315,2.17905879570771,0.21288581524793207,0.21288581524793207,0.0006381620931716656,1
feature_575,1463,104,0.10568195488721806,0.09132596153846155,-0.014355993348756507,0.0898,0.0888,0.0677911184842199,-0.21176805560596007,0.21176805560596007,0.0,0
feature_038,1462,104,86.83031080711355,86.92465865384614,0.09434784673258889,86.8196,86.8438,0.4467555823322132,0.21118448311280558,0.21118448311280558,0.0006381620931716656,1
feature_469,1457,104,5.617964035689774,6.283320192307693,0.6653561566179187,5.4545,5.6459,3.151684683718798,0.2111112701264387,0.2111112701264387,0.0038289725590299937,6
feature_166,1462,103,2.7733242134062928,3.009708737864077,0.23638452445778446,2.6,2.7,1.119755905743267,0.21110361932038937,0.21110361932038937,0.0012763241863433313,2
feature_157,130,8,0.04758692307692307,0.039262500000000006,-0.008324423076923063,0.035,0.038400000000000004,0.03953765066837538,-0.2105442011905235,0.2105442011905235,0.9119336311423102,1429
feature_032,1462,104,85.30929938440491,85.73346442307692,0.42416503867201527,85.1237,85.23855,2.026549205778641,0.20930409064952485,0.20930409064952485,0.0006381620931716656,1
feature_492,215,11,8.188857674418605,7.820790909090909,-0.3680667653276961,8.0207,7.9352,1.7592622036065415,-0.20921654803539116,0.20921654803539116,0.8557753669432036,1341
feature_068,1457,104,147.49656225120108,146.61122596153845,-0.8853362896626322,147.6355,147.06545,4.240095182952078,-0.2088010413592261,0.2088010413592261,0.0038289725590299937,6
feature_070,1457,104,619.2342210706933,617.2449288461539,-1.9892922245393265,619.0991,617.3468,9.539190367164208,-0.20853889564746148,0.20853889564746148,0.0038289725590299937,6
feature_199,1457,104,11.303706245710364,14.731153846153846,3.4274476004434824,8.56,8.605,16.44555600285298,0.20841178004859717,0.20841178004859717,0.0038289725590299937,6
feature_573,1463,104,0.3490719070403281,0.29730865384615385,-0.05176325319417424,0.2936,0.2824,0.24847812360739024,-0.20832116905375206,0.20832116905375206,0.0,0
feature_040,1439,104,68.23984155663655,63.27060576923077,-4.969235787405779,78.33,77.10499999999999,24.06294300863671,-0.20650989305930753,0.20650989305930753,0.015315890236119975,24
feature_543,1461,104,0.00849185489390828,0.008175961538461536,-0.00031589335544674434,0.0078,0.0078,0.0015335446409861135,-0.20598901851570214,0.20598901851570214,0.0012763241863433313,2
feature_542,1461,104,0.11124565366187543,0.11068557692307694,-0.0005600767387984873,0.1096,0.1096,0.002736759413485171,-0.20464960713709518,0.20464960713709518,0.0012763241863433313,2
feature_556,1221,86,4.199779524979525,4.46003953488372,0.2602600099041945,4.0671,4.076499999999999,1.2800084208134206,0.20332679509936685,0.20332679509936685,0.16592214422463306,260
feature_562,1214,80,262.8255634266886,261.2747,-1.5508634266885792,264.272,264.272,7.630585273216422,-0.2032430503243513,0.2032430503243513,0.1742182514358647,273
feature_280,1461,104,0.018120807665982203,0.016807692307692305,-0.0013131153582898979,0.017,0.0162,0.006483010889275725,-0.20254714679903887,0.20254714679903887,0.0012763241863433313,2
feature_341,1457,104,2.683375909402883,3.414610576923077,0.731234667520194,2.36,2.721,3.667901967754305,0.19936047199426563,0.19936047199426563,0.0038289725590299937,6
feature_577,1463,104,16.80752918660287,14.318917307692308,-2.4886118789105627,13.8979,13.5037,12.485266987951567,-0.1993238816047829,0.1993238816047829,0.0,0
feature_031,1462,103,3.6801824213406293,3.5739291262135926,-0.10625329512703674,3.4312,3.4266,0.5353218337891784,-0.19848488968765216,0.19848488968765216,0.0012763241863433313,2
feature_333,1457,104,6.171586479066574,6.836201923076923,0.6646154440103489,5.9693,6.13485,3.4034468352849374,0.19527716346851856,0.19527716346851856,0.0038289725590299937,6
feature_547,1221,86,403.4817182637183,404.4659069767442,0.984188713025901,402.966,404.54600000000005,5.06388723553502,0.19435438967114313,0.19435438967114313,0.16592214422463306,260
feature_301,1462,103,0.9059264021887824,0.9700388349514564,0.06411243276267398,0.8588,0.8846,0.33198168690319163,0.1931203897441778,0.1931203897441778,0.0012763241863433313,2
feature_433,1462,103,202.657510875513,246.1401019417476,43.48259106623459,150.0739,168.9677,225.77887027188953,0.19258928443512707,0.19258928443512707,0.0012763241863433313,2
feature_423,1460,104,77.24380842465753,83.5093951923077,6.265586767650163,69.55485,72.06165,32.59693287559445,0.19221399729731173,0.19221399729731173,0.0019144862795149968,3
feature_281,1461,104,0.015164613278576315,0.014102884615384614,-0.0010617286631917008,0.0139999999999999,0.01335,0.005545481256159795,-0.191458344938477,0.191458344938477,0.0012763241863433313,2
feature_567,1214,80,0.0597004942339374,0.0659425,0.006242005766062604,0.0485,0.05445,0.032760950249756275,0.19053188990172962,0.19053188990172962,0.1742182514358647,273
feature_565,1214,80,0.14465510708401977,0.16009250000000003,0.015437392915980258,0.1189,0.1335,0.08112235463523564,0.19029764342263064,0.19029764342263064,0.1742182514358647,273
feature_138,1449,104,57.44575458937197,59.79421923076923,2.348464641397257,55.8999,56.75,12.345358058102567,0.19023058143347255,0.19023058143347255,0.008934269304403318,14
feature_188,1462,104,42.93837346101231,47.049798076923075,4.111424615910764,39.8865,46.6845,21.71187601683998,0.18936293725709816,0.18936293725709816,0.0006381620931716656,1
feature_411,1449,104,2.6091006211180123,2.713416346153846,0.10431572503583375,2.5459,2.59155,0.5514741690393612,0.1891579531595219,0.1891579531595219,0.008934269304403318,14
feature_582,1462,104,0.5000534883720931,0.5006961538461538,0.0006426654740607773,0.5001,0.501,0.0034043251020306237,0.1887791132748861,0.1887791132748861,0.0006381620931716656,1
feature_099,1457,104,0.0007617707618393958,0.01244423076923077,0.011682460007391374,0.0,-0.0014,0.062740393429447,0.18620316782884963,0.18620316782884963,0.0038289725590299937,6
feature_292,130,8,0.01461076923076923,0.012475,-0.0021357692307692293,0.01095,0.01155,0.011493653126942513,-0.1858216188691764,0.1858216188691764,0.9119336311423102,1429
feature_488,1439,104,355.759291104934,309.1308076923077,-46.62848341262628,351.2931,312.61345,252.04375135066138,-0.18500154502046506,0.18500154502046506,0.015315890236119975,24
feature_545,1461,104,7.627522861054072,7.384951923076924,-0.24257093797714813,7.1160000000000005,7.1160000000000005,1.3155442597144669,-0.18438827594428261,0.18438827594428261,0.0012763241863433313,2
feature_203,1457,104,29.861011393273852,33.04502115384616,3.1840097605723052,30.085,30.72955,17.461797918207267,0.18234146194375353,0.18234146194375353,0.0038289725590299937,6
feature_349,1439,104,0.02512369701181376,0.027030769230769226,0.0019070722189554676,0.024,0.02445,0.010603207483607125,0.17985804973672903,0.17985804973672903,0.015315890236119975,24
feature_475,1457,104,4.2315596431022655,4.697063461538462,0.46550381843619615,4.2753,4.3687000000000005,2.6111739765726782,0.17827376598138348,0.17827376598138348,0.0038289725590299937,6
feature_145,1461,104,0.06393230663928816,0.05925384615384615,-0.004678460485442008,0.0587,0.0571,0.026540583373346135,-0.17627572158569949,0.17627572158569949,0.0012763241863433313,2
feature_211,1439,104,0.0564589298123697,0.06085096153846154,0.004392031726091844,0.0532,0.054,0.02500514369357546,0.17564513045451055,0.17564513045451055,0.015315890236119975,24
feature_213,1439,104,0.059718902015288386,0.06902499999999999,0.009306097984711603,0.0558,0.0574,0.05302956395031068,0.17548886491753027,0.17548886491753027,0.015315890236119975,24
feature_143,1454,104,0.004184456671251719,0.003959615384615384,-0.0002248412866363344,0.0039,0.0038,0.001281809325877089,-0.17540930784107442,0.17540930784107442,0.00574345883854499,9
feature_115,1463,104,747.9533277511962,739.3719509615386,-8.581376789657611,751.3749,745.58995,48.94924986407113,-0.17531171189522893,0.17531171189522893,0.0,0
feature_146,1461,104,0.05526351813826146,0.05144903846153846,-0.0038144796767229996,0.0501,0.04915,0.021844487744507778,-0.1746197814907356,0.1746197814907356,0.0012763241863433313,2
feature_484,1439,104,217.79632022237666,180.59559615384615,-37.20072406853052,139.6564,132.15730000000002,213.12663798938698,-0.17454751043547637,0.17454751043547637,0.015315890236119975,24
feature_181,1462,104,0.5493632010943912,0.5103173076923077,-0.03904589340208353,0.527,0.4755,0.22440175239982996,-0.1739999486836143,0.1739999486836143,0.0006381620931716656,1
feature_078,1439,104,-0.013082835302293254,-0.021387500000000004,-0.00830466469770675,-0.0118,-0.0243,0.04787230157881146,-0.17347535889902646,0.17347535889902646,0.015315890236119975,24
feature_102,1457,104,0.0018416609471516828,-0.009071153846153847,-0.010912814793305529,0.0,-0.015349999999999999,0.06296766399989996,-0.1733082363246454,0.1733082363246454,0.0038289725590299937,6
feature_175,1462,104,0.776713269493844,0.7967451923076924,0.020031922813848357,0.7661,0.799,0.11632213822392524,0.1722107512783682,0.1722107512783682,0.0006381620931716656,1
feature_351,1439,104,0.027299861014593467,0.031519230769230765,0.004219369754637298,0.0251,0.02615,0.024562918063232752,0.17177803320335555,0.17177803320335555,0.015315890236119975,24
feature_417,1461,104,8.237010814510608,7.543214423076924,-0.6937963914336844,7.4552,6.73745,4.0545151785465565,-0.1711169796834731,0.1711169796834731,0.0012763241863433313,2
feature_416,1454,104,3.4160290921595595,3.2410451923076926,-0.1749838998518669,3.2383,3.0709,1.0354331579490537,-0.16899584343857435,0.16899584343857435,0.00574345883854499,9
feature_227,1461,104,0.019005407255304585,0.02080576923076923,0.0018003619754646434,0.0164,0.01745,0.010755712754397951,0.16738658019000047,0.16738658019000047,0.0012763241863433313,2
feature_453,1462,104,5.485977154582763,5.109446153846154,-0.37653100073660895,5.2529,4.696400000000001,2.2508044285391753,-0.16728730224730648,0.16728730224730648,0.0006381620931716656,1
feature_446,1462,104,1.1730511627906979,1.202444230769231,0.029393067978533027,1.1566,1.2026,0.17615820845233035,0.16685607918456435,0.16685607918456435,0.0006381620931716656,1
feature_037,1462,104,66.2179221614227,66.26838653846153,0.05046437703882134,66.229,66.27945,0.3041407986805711,0.16592439178744442,0.16592439178744442,0.0006381620931716656,1
feature_334,1457,104,0.16648064516129032,0.1947471153846154,0.02826647022332507,0.1291,0.1351,0.17288255254879842,0.1635009999944701,0.1635009999944701,0.0038289725590299937,6
feature_479,1457,104,3.2553563486616333,3.676194230769231,0.42083788210759776,3.1776,3.2996499999999997,2.638608319672745,0.1594923653389346,0.1594923653389346,0.0038289725590299937,6
feature_317,1462,104,0.17339555403556772,0.16185480769230767,-0.01154074634326005,0.1642,0.15689999999999998,0.07239235980809001,-0.1594193969343481,0.1594193969343481,0.0006381620931716656,1
feature_324,1462,104,13.262205471956225,14.315735576923077,1.0535301049668515,12.312100000000001,14.5897,6.615849551191287,0.15924335896924183,0.15924335896924183,0.0006381620931716656,1
feature_198,1457,104,0.5516643788606727,0.6371346153846154,0.0854702365239427,0.421,0.474,0.5377051946449523,0.1589537117646387,0.1589537117646387,0.0038289725590299937,6
feature_336,1456,104,9.656458310439561,10.855379807692307,1.198921497252746,9.06,9.49495,7.556130948920659,0.1586687029853557,0.1586687029853557,0.004467134652201659,7
feature_310,1462,104,0.3042941176470588,0.31118557692307697,0.0068914592760181415,0.3011,0.3094,0.04345984588638992,0.15857072512482845,0.15857072512482845,0.0006381620931716656,1
feature_067,1457,104,13.468253328757722,62.207329807692304,48.73907647893458,0.9762,1.0128,307.5022930665586,0.15849987976637642,0.15849987976637642,0.0038289725590299937,6
feature_066,1457,104,706.7896903912148,704.9710125,-1.8186778912147474,706.7519,704.8969999999999,11.623078342670448,-0.15647127530217603,0.15647127530217603,0.0038289725590299937,6
feature_104,1461,104,-5.817932922655711e-06,-0.00013846153846153847,-0.00013264360553888276,0.0,0.0001,0.000850708638613734,-0.1559213102091348,0.1559213102091348,0.0012763241863433313,2
feature_360,1463,104,0.0027390293916609706,0.005840384615384616,0.0031013552237236456,0.0007,0.0008,0.020002568739022588,0.15504784731339416,0.15504784731339416,0.0,0
feature_579,573,45,0.016720942408376963,0.018211111111111112,0.0014901687027341487,0.0145,0.0167,0.00964013288785662,0.1545796847480462,0.1545796847480462,0.6056158264199106,949
feature_279,1461,104,0.04126440793976728,0.03814134615384615,-0.00312306178592113,0.0373,0.03385,0.020289164688217655,-0.15392756842940694,0.15392756842940694,0.0012763241863433313,2
feature_144,1461,104,0.12063559206023272,0.11119326923076923,-0.009442322829463487,0.1077,0.09975,0.061342785491063416,-0.15392719378286254,0.15392719378286254,0.0012763241863433313,2
feature_470,1457,104,5.316851750171586,6.080841346153846,0.7639895959822605,4.0185,4.5051000000000005,4.9833666916925035,0.153307922785587,0.153307922785587,0.0038289725590299937,6
feature_385,781,71,0.011244942381562099,0.013429577464788732,0.002184635083226633,0.0066,0.0089,0.01436562841639247,0.1520737568802607,0.1520737568802607,0.4562858966177409,715
feature_445,1462,104,0.6456683310533516,0.6670740384615385,0.021405707408186814,0.6505,0.6609999999999999,0.14125217772776266,0.15154249479567203,0.15154249479567203,0.0006381620931716656,1
feature_030,1462,103,0.18383214774281806,0.18879708737864076,0.004964939635822702,0.1866,0.1878,0.032943943011913765,0.15070872463648913,0.15070872463648913,0.0012763241863433313,2
feature_112,781,71,0.4569235595390525,0.46429295774647894,0.007369398207426436,0.4627,0.4647,0.04893948036768213,0.1505818646225946,0.1505818646225946,0.4562858966177409,715
feature_195,1460,103,0.28318698630136985,0.3423300970873786,0.05914311078600876,0.258,0.272,0.39518696433610084,0.14965855689437263,0.14965855689437263,0.0025526483726866626,4
feature_174,1462,104,0.319406292749658,0.3300442307692308,0.010637938019572801,0.3236,0.3265,0.07124688599023044,0.14931091895064022,0.14931091895064022,0.0006381620931716656,1
feature_172,1462,104,0.31940642954856363,0.3300384615384615,0.010632031989897872,0.3236,0.3265,0.07124300579846014,0.14923615126479792,0.14923615126479792,0.0006381620931716656,1
feature_443,1462,104,0.6325339945280438,0.6537211538461538,0.021187159318109994,0.6417999999999999,0.6452,0.14355204755671536,0.14759217774124225,0.14759217774124225,0.0006381620931716656,1
feature_521,1463,104,10.600730006835269,25.8089125,15.208182493164733,0.0,0.0,103.12299573442073,0.147476151025823,0.147476151025823,0.0,0
feature_025,1462,103,1.2055668946648426,1.1794000000000002,-0.026166894664842344,1.2833,1.2813,0.17760047570306497,-0.14733572396839456,0.14733572396839456,0.0012763241863433313,2
